step,action0,action1,action2,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,
12,-0.907228,0.142534,0.434454,1.23695,-0.00109026,-0.0398859,-0.0113872,0.46569,0.758703,0.627414,0.513069,-0.319652,-0.813346,7.08944,
13,0.913209,-0.0313473,0.483929,1.24231,-0.00114836,-0.0479914,-0.0173186,0.523524,0.766229,0.706744,-0.52491,-1.70428,-0.666117,7.37829,
14,-0.930683,0.164393,0.464236,1.24823,-0.00099527,-0.0563584,-0.0239229,0.583967,0.888939,0.76812,0.564606,-0.389081,-0.983058,7.7382,
15,0.877953,-0.00493584,0.523537,1.25447,-0.000602963,-0.065154,-0.0309831,0.647479,0.891444,0.786265,-0.4639,-1.80754,-0.77987,8.14578,
16,-0.950332,0.18761,0.512871,1.26082,2.81512e-05,-0.0745608,-0.0382794,0.714515,1.01198,0.797476,0.622894,-0.545895,-1.04346,8.61585,
17,0.821668,0.00384619,0.576604,1.26709,0.000941827,-0.0847328,-0.0456551,0.785487,1.00733,0.772884,-0.394376,-1.99001,-0.777868,8.82357,
18,-0.930231,-0.216004,0.645375,1.27357,0.00163432,-0.0954615,-0.0508709,0.833032,0.971616,0.834792,0.563462,-0.698548,-0.55046,3.5853,
19,0.972447,-0.235263,0.747559,1.28029,0.000982544,-0.106195,-0.0551118,0.84949,0.816424,0.837202,-0.724806,-1.98668,-0.526578,0.838919,
20,-0.736045,0.0592789,0.769746,1.28688,-0.00069711,-0.116102,-0.0606355,0.850219,0.835251,0.800681,0.319658,-0.498776,-0.877573,-0.4843,
21,0.9048,-0.0179179,0.808049,1.29295,-0.00144758,-0.124433,-0.0668982,0.843805,0.787214,0.714684,-0.508469,-1.58294,-0.691467,-1.02597,
22,-0.933664,0.123174,0.810872,1.29839,-0.0011827,-0.131705,-0.0728843,0.83489,0.846519,0.645985,0.572329,-0.236769,-0.806382,-1.15614,
23,0.884416,-0.0110036,0.840348,1.30316,-0.000791715,-0.13915,-0.0782301,0.825826,0.795982,0.545429,-0.473717,-1.62276,-0.531172,-1.08874,
24,-0.936683,0.131759,0.838893,1.30723,-0.000359071,-0.146867,-0.0829345,0.817688,0.856977,0.473261,0.580496,-0.308303,-0.644966,-0.938845,
25,0.879562,-0.00525468,0.86085,1.3106,9.23265e-05,-0.154904,-0.0869609,0.810854,0.807364,0.368871,-0.466298,-1.69915,-0.362063,-0.769461,
26,-0.938473,0.131505,0.855696,1.31327,0.000573952,-0.163263,-0.0902874,0.805354,0.869057,0.297884,0.585522,-0.392161,-0.469254,-0.608791,
27,0.876852,-0.00408366,0.872115,1.31523,0.00106121,-0.171976,-0.0929098,0.801052,0.818415,0.191926,-0.462277,-1.78443,-0.186635,-0.470613,
28,-0.939468,0.129356,0.86328,1.31649,0.00157034,-0.181031,-0.094825,0.79776,0.880074,0.123278,0.588373,-0.480976,-0.291816,-0.356694,
29,0.875483,-0.0034229,0.875238,1.31705,0.00207706,-0.190455,-0.0960375,0.79528,0.828035,0.016033,-0.460277,-1.87311,-0.0115983,-0.267098,
30,-0.940136,0.127313,0.862174,1.31691,0.00260213,-0.200225,-0.0965477,0.793435,0.889769,-0.0502146,0.590317,-0.571167,-0.115632,-0.197326,
31,0.87466,-0.00223089,0.870277,1.31607,0.00312148,-0.210368,-0.0963612,0.792075,0.836345,-0.159031,-0.459084,-1.96265,0.161922,-0.145097,
32,-0.940716,0.125739,0.851929,1.31454,0.00365827,-0.220858,-0.0954773,0.79108,0.898409,-0.223087,0.592018,-0.661558,0.0593131,-0.105544,
33,0.87398,-0.000408411,0.85638,1.31232,0.0041884,-0.231721,-0.0939011,0.790355,0.843639,-0.333838,-0.458105,-2.05228,0.334367,-0.0771349,
34,-0.941299,0.124555,0.831086,1.3094,0.00473613,-0.242931,-0.0916298,0.789827,0.906255,-0.395917,0.593748,-0.751977,0.233701,-0.0558334,
35,0.873281,0.00192157,0.83172,1.30578,0.00527721,-0.254514,-0.0886678,0.789441,0.85012,-0.508913,-0.457102,-2.14194,0.506424,-0.0413777,
36,-0.941919,0.123618,0.797136,1.30146,0.00583645,-0.266445,-0.0850102,0.789156,0.913459,-0.569182,0.595605,-0.842574,0.408199,-0.0304029,
37,0.872503,0.00463034,0.793491,1.29645,0.00638937,-0.27875,-0.0806611,0.788939,0.855883,-0.684664,-0.455993,-2.23178,0.678665,-0.0238174,
38,-0.942587,0.122813,0.746645,1.29074,0.00696119,-0.291405,-0.075614,0.788771,0.920072,-0.743244,0.597625,-0.933575,0.583321,-0.0184811,
39,0.871623,0.00763,0.738135,1.28432,0.00752715,-0.304435,-0.0698729,0.788631,0.860937,-0.861402,-0.454746,-2.32202,0.851517,-0.0163372,
40,-0.943305,0.122066,0.675775,1.2772,0.00811279,-0.317817,-0.0634299,0.788509,0.926077,-0.918389,0.599824,-1.0252,0.759449,-0.0140319,
41,0.870628,0.0108716,0.662009,1.26937,0.00869311,-0.331576,-0.0562892,0.788393,0.865234,-1.03938,-0.453345,-2.41286,1.02529,-0.0145053,
42,-0.944076,0.121335,0.581373,1.26083,0.00929395,-0.345692,-0.0484414,0.788279,0.931411,-1.09486,0.602215,-1.11767,0.936876,-0.0138167,
43,0.869504,0.0143341,0.562591,1.25158,0.00989007,-0.360188,-0.0398911,0.788157,0.868686,-1.2188,-0.451776,-2.5045,1.20022,-0.0159464,
44,-0.944902,0.120598,0.462582,1.24161,0.0105076,-0.375044,-0.0306277,0.788027,0.935976,-1.27285,0.604812,-1.21118,1.11584,-0.0160755,
45,0.868238,0.0180154,0.440048,1.23092,0.0111211,-0.390285,-0.0206563,0.787882,0.87118,-1.39986,-0.450022,-2.59714,1.37652,-0.0192874,
46,-0.945785,0.119847,0.322363,1.21951,0.0117569,-0.40589,-0.00996486,0.787724,0.939652,-1.45259,0.607631,-1.30597,1.29657,-0.0197083,
47,0.88333,0.0696568,0.302116,1.20737,0.0123894,-0.421886,0.00144084,0.787546,0.867641,-1.58155,-0.472032,-2.68602,1.49115,-0.0234195,
48,-0.691604,0.663215,0.222302,1.19459,0.0115196,-0.437824,0.00934519,0.787361,0.874118,-1.61437,0.28885,-1.30802,0.579797,-0.0226374,
49,0.971599,0.839416,0.22502,1.18126,0.00971755,-0.452118,0.0120279,0.787171,0.774986,-1.71992,-0.719591,-2.26807,0.140336,-0.0239728,
50,-0.838488,0.887776,0.0934951,1.16735,0.0084549,-0.464459,0.0121991,0.786984,0.846144,-1.75838,0.412749,-0.821263,-0.0701305,-0.0224144,
51,0.955653,0.916143,0.0888969,1.1528,0.00750985,-0.47585,0.0112716,0.786788,0.760422,-1.87863,-0.642586,-2.02585,-0.148303,-0.0255264,
52,-0.918842,0.922228,-0.0623831,1.13761,0.00709254,-0.486422,0.00995861,0.786585,0.855736,-1.90491,0.536798,-0.6263,-0.172875,-0.0370546,
53,0.967635,0.897757,-0.203494,1.12311,0.00640309,-0.497237,0.00860411,0.784687,0.950193,-1.72958,-0.697074,-2.07472,-0.162688,-0.435339,
54,-0.901788,0.856121,-0.461114,1.1102,0.00560233,-0.508693,0.00734427,0.778571,1.23586,-1.50679,0.502914,-0.790085,-0.149808,-1.08998,
55,0.962452,0.831895,-0.521188,1.0985,0.00492175,-0.520561,0.00627025,0.766345,1.26815,-1.42836,-0.671417,-2.17059,-0.118922,-1.95389,
56,-0.911422,0.79256,-0.664929,1.08762,0.00431668,-0.53261,0.00538922,0.746819,1.47882,-1.29635,0.521292,-0.840736,-0.10067,-2.91953,
57,0.961881,0.788264,-0.6725,1.07723,0.00371762,-0.544722,0.00469941,0.719362,1.43388,-1.30927,-0.668809,-2.1813,-0.0729152,-3.93342,
58,-0.906162,0.768113,-0.754131,1.06699,0.00308254,-0.556656,0.00416594,0.68371,1.57371,-1.25572,0.511036,-0.801924,-0.0602347,-4.97272,
59,0.955452,0.787328,-0.74526,1.05663,0.0025352,-0.568288,0.00376979,0.639699,1.48168,-1.33879,-0.6418,-2.10381,-0.040195,-6.02759,
60,-0.930004,0.724327,-0.801597,1.04612,0.00212062,-0.579506,0.0034879,0.588071,1.58219,-1.16319,0.562891,-0.709139,-0.0244664,-6.41116,
61,0.920715,0.488485,-0.796455,1.03875,0.00222604,-0.590614,0.00341207,0.540871,1.50946,-0.693601,-0.540925,-2.06523,0.00166295,-5.43549,
62,-0.958358,0.164806,-0.838633,1.03519,0.00268759,-0.60182,0.00338627,0.500316,1.62817,-0.207997,0.6535,-0.738005,-0.00749097,-4.75046,
63,0.921256,-0.0753769,-0.82308,1.03488,0.00314302,-0.613285,0.00326822,0.464017,1.54486,0.118305,-0.542135,-2.12601,-0.0204609,-4.36647,
64,-0.94579,-0.321469,-0.853886,1.03729,0.00341319,-0.624953,0.00299329,0.429832,1.66087,0.476479,0.607647,-0.792678,-0.0446761,-4.21723,
65,0.948574,-0.453555,-0.833085,1.04199,0.00338731,-0.63675,0.00257978,0.395926,1.57123,0.689933,-0.616836,-2.15418,-0.0561711,-4.28952,
66,-0.79209,-0.400225,-0.851952,1.04869,0.0024116,-0.648343,0.000655429,0.360969,1.65616,0.979382,0.365555,-0.745076,-0.430156,-4.47164,
67,0.978986,-0.419712,-0.826517,1.05717,0.000812289,-0.658797,-0.0032747,0.323917,1.56333,1.13548,-0.771342,-1.86563,-0.555907,-4.80903,
68,-0.514227,-0.326644,-0.842323,1.06722,-0.00147709,-0.667885,-0.00922963,0.283938,1.6445,1.37465,0.192943,-0.407401,-0.935355,-5.19813,
69,0.953062,-0.350911,-0.818722,1.07873,-0.00321694,-0.674019,-0.0170725,0.24042,1.57502,1.50168,-0.632723,-1.12411,-1.02687,-5.69139,
70,-0.678834,-0.278492,-0.831276,1.09157,-0.00460616,-0.677341,-0.0265164,0.192884,1.65157,1.70572,0.280679,0.292601,-1.33512,-6.19913,
71,0.978876,-0.326692,-0.795795,1.10558,-0.00655052,-0.678824,-0.0372759,0.141026,1.55758,1.79449,-0.770451,-0.661174,-1.35513,-6.77084,
72,-0.398976,-0.249388,-0.805078,1.12067,-0.00904409,-0.678281,-0.0492841,0.0846729,1.62909,1.97739,0.143379,0.795864,-1.64732,-7.32117,
73,0.940383,-0.293137,-0.767326,1.13683,-0.0108233,-0.674106,-0.06255,0.0237407,1.55558,2.06057,-0.591041,0.249629,-1.66931,-7.91593,
74,-0.648268,-0.222901,-0.768561,1.15395,-0.0121278,-0.666502,-0.0769199,-0.0418513,1.6144,2.21726,0.262132,1.6503,-1.92354,-8.4853,
75,0.979801,-0.275414,-0.70393,1.17186,-0.0141891,-0.656935,-0.0921791,-0.112102,1.50583,2.25846,-0.77813,0.743529,-1.89218,-9.08172,
76,-0.328199,-0.179733,-0.693689,1.19044,-0.0168336,-0.64513,-0.108337,-0.186939,1.55571,2.38398,0.115676,2.20655,-2.14856,-9.63212,
77,0.91014,-0.213078,-0.61427,1.2096,-0.018443,-0.629261,-0.125425,-0.266272,1.47268,2.40469,-0.518741,1.76228,-2.12434,-10,
78,-0.743451,-0.117442,-0.578805,1.22914,-0.0192135,-0.609725,-0.143206,-0.350004,1.5058,2.47497,0.32521,3.12132,-2.32211,-10,
79,0.977344,-0.17196,-0.431954,1.24874,-0.0209553,-0.588976,-0.161279,-0.437843,1.37893,2.42321,-0.758435,2.06737,-2.19819,-10,
80,-0.585656,-0.0214645,-0.368736,1.26821,-0.023092,-0.566625,-0.179695,-0.529179,1.41821,2.43922,0.227757,3.51851,-2.41141,-10,
81,0.910787,0.00293767,-0.193368,1.28718,-0.0242642,-0.541895,-0.19857,-0.623945,1.33198,2.30319,-0.520024,2.66486,-2.307,-10,
82,-0.924198,0.0959444,-0.113676,1.30538,-0.0241466,-0.51529,-0.217278,-0.721411,1.3941,2.24509,0.548858,3.98514,-2.36978,-10,
83,0.854758,0.137833,0.0872761,1.32261,-0.0239485,-0.488917,-0.23522,-0.816889,1.32824,2.027,-0.432263,2.58959,-2.20672,-9.66967,
84,-0.988481,0.397368,0.138159,1.33808,-0.0220893,-0.463626,-0.253772,-0.866769,1.4916,1.85696,0.87419,3.73722,-2.40178,-3.45978,
85,-0.022021,0.16426,0.345009,1.35211,-0.018514,-0.439946,-0.270939,-0.880276,1.4903,1.65858,0.00747544,2.18818,-1.87334,-0.292747,
86,-0.329082,0.122948,0.515634,1.36491,-0.0179902,-0.422787,-0.285293,-0.875928,1.52661,1.54534,0.116011,2.10386,-1.70544,1.17105,
87,0.507755,0.0689935,0.681917,1.37681,-0.0182851,-0.408031,-0.298196,-0.86346,1.52109,1.43044,-0.189971,1.58586,-1.51997,1.93114,
88,-0.890562,0.133515,0.783968,1.38794,-0.0171074,-0.392503,-0.310384,-0.844116,1.58566,1.35269,0.483542,2.29544,-1.52672,2.90371,
89,0.886916,0.0500216,0.882226,1.39818,-0.0170874,-0.379519,-0.321573,-0.816346,1.53739,1.20584,-0.477653,0.951922,-1.2707,4.03715,
90,-0.95699,0.171808,0.923226,1.40756,-0.0164002,-0.366827,-0.332116,-0.779062,1.63456,1.13957,0.647897,2.21985,-1.3644,5.28237,
91,0.796368,0.0519614,0.961363,1.41606,-0.0152895,-0.354861,-0.341792,-0.731529,1.58761,0.987146,-0.369488,0.773603,-1.05453,6.59887,
92,-0.956744,0.170399,0.976273,1.42366,-0.0141727,-0.344111,-0.350548,-0.673365,1.67432,0.910386,0.646907,1.91287,-1.13333,7.94028,
93,0.802978,0.051933,0.988299,1.43032,-0.0130891,-0.334583,-0.358371,-0.604353,1.62513,0.754848,-0.375711,0.471279,-0.822192,9.31051,
94,-0.954666,0.169576,0.992719,1.43603,-0.012027,-0.326185,-0.365241,-0.524433,1.70655,0.671999,0.638765,1.62739,-0.893844,10,
95,0.823014,0.047753,0.996226,1.44077,-0.0110535,-0.318902,-0.371118,-0.433617,1.65239,0.513043,-0.395788,0.195527,-0.574959,10,
96,-0.949589,0.165292,0.997439,1.44453,-0.0101416,-0.312554,-0.375991,-0.331962,1.72694,0.425479,0.620307,1.39054,-0.641615,10,
97,0.857712,0.039923,0.998497,1.44729,-0.00939873,-0.307102,-0.379826,-0.219554,1.66581,0.264742,-0.43602,-0.0251898,-0.316494,10,
98,-0.937958,0.157006,0.998807,1.44905,-0.00878772,-0.302273,-0.382627,-0.0964823,1.73319,0.176786,0.584062,1.23167,-0.381899,10,
99,0.901417,0.0277686,0.999162,1.44983,-0.00845021,-0.297986,-0.384381,0.0371489,1.66491,0.0197738,-0.502241,-0.157459,-0.0557599,10,
100,-0.908608,0.143461,0.999193,1.44967,-0.00837253,-0.293914,-0.385118,0.181252,1.72614,-0.0601586,0.515735,1.17451,-0.127,10,
101,0.941764,0.0115802,0.999312,1.44861,-0.00867659,-0.289876,-0.384876,0.335734,1.65392,-0.202655,-0.595137,-0.163197,0.187652,10,
102,-0.830736,0.124584,0.999209,1.44674,-0.00941516,-0.285579,-0.38373,0.500529,1.71233,-0.26179,0.404075,1.23611,0.0995358,10,
103,0.964427,-0.00441945,0.999209,1.44419,-0.0105094,-0.280575,-0.381811,0.67557,1.64585,-0.373269,-0.680757,0.0162273,0.378994,10,
104,-0.805001,-0.179933,0.999035,1.44143,-0.011922,-0.274688,-0.378867,0.845784,1.68627,-0.22434,0.377653,1.45742,0.460027,10,
105,0.939944,-0.34673,0.999165,1.44022,-0.0127889,-0.26763,-0.374592,0.927415,1.56596,-0.109346,-0.589757,0.305641,0.577992,5.62331,
106,-0.845026,-0.054969,0.999114,1.43961,-0.0134384,-0.259477,-0.371706,0.949055,1.57679,-0.0570256,0.420364,1.73,0.128315,0.407034,
107,0.937192,-0.0691904,0.999166,1.4389,-0.0140695,-0.250607,-0.370293,0.941391,1.49525,-0.126172,-0.581911,0.488627,0.215958,-1.98086,
108,-0.903443,0.0962788,0.998964,1.43777,-0.014358,-0.241165,-0.369274,0.921394,1.55304,-0.159918,0.505946,1.87009,0.0347916,-2.83849,
109,0.913446,-0.00280268,0.998876,1.43605,-0.0144354,-0.231607,-0.368019,0.898028,1.49418,-0.272431,-0.525396,0.520742,0.276062,-2.91545,
110,-0.92526,0.132143,0.998415,1.43364,-0.0143255,-0.222084,-0.366279,0.875687,1.56159,-0.330684,0.551344,1.85828,0.158473,-2.63327,
111,0.896898,0.0112982,0.998069,1.43051,-0.0141015,-0.212773,-0.363894,0.856234,1.50833,-0.451492,-0.494232,0.471268,0.436853,-2.22041,
112,-0.93247,0.137742,0.997001,1.42665,-0.0137975,-0.203748,-0.360806,0.840192,1.57624,-0.515141,0.569195,1.78335,0.335542,-1.79372,
113,0.889228,0.00966319,0.996036,1.42205,-0.0134513,-0.195081,-0.356978,0.827425,1.52395,-0.633642,-0.481365,0.385037,0.621122,-1.40715,
114,-0.934305,0.135981,0.993464,1.41673,-0.0130766,-0.186786,-0.352416,0.817516,1.5901,-0.697346,0.574031,1.68733,0.520072,-1.08068,
115,0.887222,0.00506924,0.99096,1.41069,-0.0126982,-0.178895,-0.347115,0.809967,1.53765,-0.811417,-0.47814,0.287007,0.804849,-0.816663,
116,-0.934409,0.133813,0.98471,1.40395,-0.0123093,-0.171387,-0.341098,0.804297,1.60195,-0.874509,0.57431,1.58837,0.700095,-0.609506,
117,0.887146,0.00123939,0.978556,1.39651,-0.0119292,-0.164286,-0.334364,0.800086,1.5493,-0.984598,-0.478019,0.188768,0.982992,-0.450442,
118,-0.934182,0.132769,0.963832,1.38838,-0.011542,-0.157557,-0.326935,0.796985,1.61211,-1.04767,0.573703,1.49189,0.874633,-0.330425,
119,0.887279,-0.00123407,0.949789,1.37957,-0.011165,-0.151223,-0.31881,0.794716,1.55947,-1.15469,-0.478231,0.0933531,1.15629,-0.241232,
120,-0.934046,0.132813,0.917429,1.37008,-0.0107801,-0.14525,-0.310005,0.793061,1.62116,-1.21843,0.57334,1.39826,1.04533,-0.175735,
121,0.88716,-0.00260807,0.888555,1.35991,-0.0104037,-0.139662,-0.300516,0.791852,1.5687,-1.32316,-0.478042,0.000493954,1.32654,-0.128692,
122,-0.934067,0.133609,0.82466,1.34907,-0.0100177,-0.134427,-0.290355,0.790963,1.62954,-1.38804,0.573396,1.30657,1.2139,-0.0950948,
123,0.886773,-0.00323694,0.772979,1.33755,-0.00963863,-0.129571,-0.279517,0.790295,1.57736,-1.49105,-0.477425,-0.0907523,1.49524,-0.0726736,
124,-0.934209,0.134873,0.663891,1.32536,-0.00924851,-0.125064,-0.268011,0.789776,1.63755,-1.55738,0.573774,1.21593,1.38157,-0.0573472,
125,0.886199,-0.00337424,0.586224,1.31249,-0.00886425,-0.120932,-0.255829,0.789347,1.58569,-1.65905,-0.476516,-0.18118,1.66343,-0.0494323,
126,-0.934423,0.136431,0.430544,1.29895,-0.00846811,-0.117147,-0.24298,0.78897,1.64536,-1.72701,0.574347,1.12571,1.54914,-0.0444244,
127,0.885521,-0.00314637,0.335129,1.28473,-0.00807723,-0.113736,-0.229454,0.788608,1.59383,-1.82767,-0.475446,-0.271309,1.83175,-0.0448155,
128,-0.934674,0.138207,0.152296,1.26983,-0.00767404,-0.110673,-0.215259,0.788244,1.6531,-1.89736,0.575019,1.03555,1.71715,-0.0449137,
129,0.884796,-0.00259012,0.0566405,1.25425,-0.0072759,-0.107983,-0.200386,0.787862,1.60192,-1.99729,-0.47431,-0.361445,2.00065,-0.0488646,
130,-0.99728,0.584135,-0.395682,1.23869,-0.00518809,-0.106521,-0.187647,0.784373,2.02544,-1.81868,1.11987,0.653493,0.952293,-1.07721,
131,-0.938711,0.367009,-0.652079,1.22517,0.00185128,-0.108508,-0.179836,0.769228,2.33398,-1.56767,0.5862,-1.12557,1.06891,-2.6328,
132,0.590265,0.0985227,-0.758897,1.21344,0.00336834,-0.123731,-0.170726,0.741921,2.48222,-1.37555,-0.230148,-2.66598,1.24749,-4.14885,
133,-0.928904,0.125235,-0.835789,1.20307,0.00472601,-0.141868,-0.161569,0.702786,2.63899,-1.22848,0.560148,-1.86256,1.06537,-5.60533,
134,0.904941,-0.0531051,-0.856045,1.19345,0.00493454,-0.162356,-0.152342,0.652435,2.6262,-1.18957,-0.508733,-3.25271,1.25843,-6.95886,
135,-0.924341,0.0963448,-0.890342,1.18403,0.00509081,-0.182983,-0.143144,0.591506,2.70185,-1.17699,0.549191,-1.9028,1.05177,-8.25602,
136,0.905388,-0.0600954,-0.896147,1.1743,0.00523852,-0.203583,-0.133602,0.520516,2.63027,-1.25642,-0.509572,-3.24507,1.33437,-9.48874,
137,-0.917163,0.0737539,-0.918621,1.1641,0.00534093,-0.224036,-0.123476,0.439655,2.67248,-1.29255,0.533174,-1.87019,1.19683,-10,
138,0.74427,-0.589954,-0.91946,1.15419,0.00569589,-0.244288,-0.112152,0.351376,2.5646,-0.96449,-0.325833,-3.18626,1.84238,-10,
139,-0.958329,-0.842526,-0.918152,1.14967,0.00706364,-0.264908,-0.0975932,0.272947,2.47889,-0.186123,0.653379,-1.97133,1.77947,-9.08971,
140,0.95984,-0.904212,-0.887564,1.15076,0.00709039,-0.285715,-0.084422,0.205033,2.2395,0.439738,-0.659778,-3.22945,1.49697,-7.95896,
141,-0.613182,-0.882363,-0.873527,1.15663,0.00547381,-0.305305,-0.0752242,0.144571,2.15998,1.00974,0.242343,-1.6711,0.786396,-7.22055,
142,0.98503,-0.85571,-0.822667,1.16648,0.003173,-0.321708,-0.0711603,0.0887316,1.96281,1.43776,-0.829412,-2.42831,0.216844,-6.79298,
143,0.0375151,-0.737314,-0.79171,1.17958,-0.000149205,-0.334809,-0.0726599,0.0352019,1.90572,1.82664,-0.0127392,-0.848987,-0.602864,-6.63491,
144,0.766374,-0.599839,-0.723112,1.19536,-0.00153351,-0.340917,-0.0798702,-0.0179291,1.78492,2.10548,-0.343311,-0.677174,-1.20777,-6.6842,
145,-0.606887,-0.400399,-0.661743,1.21315,-0.00191569,-0.341449,-0.0918104,-0.0720898,1.7416,2.33338,0.238941,0.543709,-1.78388,-6.88593,
146,0.979616,-0.35462,-0.522452,1.23229,-0.00403929,-0.340355,-0.10678,-0.128241,1.60282,2.44322,-0.776569,-0.267794,-1.96292,-7.17563,
147,-0.378997,-0.152634,-0.427994,1.25227,-0.00658058,-0.33647,-0.123988,-0.186758,1.60321,2.54262,0.135388,1.23829,-2.34331,-7.47392,
148,0.901678,-0.165316,-0.234252,1.2726,-0.0080482,-0.32861,-0.142616,-0.247639,1.51228,2.5342,-0.502715,0.727436,-2.31803,-7.7608,
149,-0.842678,0.0135367,-0.0906458,1.29283,-0.00839198,-0.317351,-0.162024,-0.310335,1.53527,2.5199,0.417595,2.08529,-2.53744,-7.92151,
150,0.954744,-0.0694863,0.1704,1.3126,-0.00928998,-0.305603,-0.181496,-0.373598,1.44779,2.42341,-0.639062,0.852553,-2.33324,-7.89846,
151,-0.874955,0.130081,0.326073,1.33174,-0.0100051,-0.293169,-0.200947,-0.435618,1.51198,2.35981,0.45951,2.25428,-2.5293,-7.60698,
152,0.910802,0.0127871,0.559932,1.35008,-0.0102538,-0.280398,-0.220034,-0.494354,1.45931,2.2266,-0.520055,0.939765,-2.24317,-7.0772,
153,-0.940099,0.155223,0.694294,1.36759,-0.00997103,-0.267595,-0.238419,-0.547565,1.53892,2.15034,0.590208,2.25928,-2.35309,-6.22662,
154,0.855159,0.0332484,0.841334,1.38423,-0.0093485,-0.255212,-0.25604,-0.593129,1.49457,2.00988,-0.432769,0.837761,-2.05297,-5.16522,
155,-0.955061,0.172451,0.912025,1.39998,-0.00851583,-0.243586,-0.272865,-0.629445,1.58062,1.92761,0.640282,2.06722,-2.15329,-3.91518,
156,0.803048,0.0450784,0.964875,1.41484,-0.00746437,-0.232857,-0.288863,-0.655296,1.54523,1.78843,-0.375778,0.61657,-1.84687,-2.54894,
157,-0.957866,0.17753,0.985253,1.42881,-0.00635804,-0.22332,-0.304002,-0.670026,1.63339,1.70541,0.651466,1.76608,-1.93788,-1.13516,
158,0.78374,0.0474447,0.995666,1.44191,-0.00519014,-0.215023,-0.318279,-0.67328,1.6021,1.57027,-0.35808,0.309959,-1.63178,0.31993,
159,-0.957701,0.17821,0.998706,1.45414,-0.00401473,-0.208048,-0.331692,-0.664959,1.69022,1.4878,0.650785,1.4323,-1.72118,1.75862,
160,0.781843,0.0463969,0.99974,1.46551,-0.00284206,-0.202413,-0.344235,-0.645068,1.65947,1.35478,-0.356417,-0.0215174,-1.41493,3.21222,
161,-0.95727,0.178071,0.99995,1.47602,-0.00166589,-0.198087,-0.355915,-0.613672,1.74603,1.27107,0.649028,1.10174,-1.50427,4.63498,
162,0.785446,0.0449102,0.999994,1.48565,-0.000511833,-0.195078,-0.366712,-0.570855,1.71341,1.13682,-0.359586,-0.347444,-1.19504,6.06713,
163,-0.95624,0.177245,0.999999,1.4944,0.000636771,-0.193317,-0.376623,-0.516711,1.79684,1.04961,0.6449,0.786414,-1.28169,7.46708,
164,0.79616,0.0430011,1,1.50224,0.0017372,-0.192802,-0.38562,-0.451337,1.76024,0.911389,-0.369295,-0.655569,-0.967136,8.87412,
165,-0.954143,0.1751,1,1.50917,0.00281697,-0.193417,-0.393689,-0.374834,1.83915,0.81966,0.636772,0.500887,-1.04888,10,
166,0.816795,0.0395793,1,1.51516,0.00380732,-0.195145,-0.400798,-0.287306,1.79657,0.676489,-0.389346,-0.930632,-0.727795,10,
167,-0.949714,0.170533,1,1.52019,0.00474634,-0.197806,-0.406933,-0.188857,1.86986,0.581514,0.620742,0.264573,-0.804637,10,
168,0.849422,0.0332733,1,1.52426,0.00553089,-0.201363,-0.412068,-0.0795939,1.81974,0.435217,-0.425651,-1.15155,-0.478342,10,
169,-0.939945,0.16226,1,1.52736,0.00620519,-0.205561,-0.416202,0.0403827,1.88713,0.341646,0.589758,0.101238,-0.553744,10,
