step,action0,action1,action2,action3,action4,action5,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,
17,1,-0.996727,-1,-0.0888006,-0.978973,-0.549653,-0.0185908,0.0371408,0.62701,-0.579345,0.507174,0.283595,-0.10804,0.509844,2.60628,0.79795,1.10042,7.5427,-9.63803,0.751782,-9.83217,-7.9621,3.13433,
18,-1,0.0103377,-1,0.0114207,0.390353,-0.567559,-0.0172755,0.110665,0.71848,-0.584305,-0.254382,-0.242128,-0.500795,0.143119,2.08698,-0.407301,1.70216,-1.04122,3.74528,-18.1159,-9.88959,-6.68633,-12.2343,
19,-1,0.999997,1,0.383502,0.999972,0.22738,-0.0357982,0.190605,-0.0157027,0.141295,-0.464543,-0.565458,-0.289686,-0.521111,1.56964,-0.471793,0.896735,-17.7809,12.4058,2.15066,-1.16336,8.3621,-11.2492,
20,1,-0.0992532,1,-0.0546897,-0.249742,0.548346,-0.0748535,0.113606,-0.630678,0.531548,0.288129,-0.173561,0.154532,-0.461481,3.55523,-0.202598,-2.68286,1.15183,-0.316693,14.7193,10.0373,-2.24656,-4.97667,
21,1,-0.999998,-1,-0.628465,-0.999964,0.132074,-0.0644834,0.0507759,0.167478,-0.100448,0.642414,0.221955,-0.026552,-0.159402,4.37128,-0.193485,-1.88848,18.0462,-13.3738,2.19065,5.75685,-2.47037,11.1797,
22,1,-0.998879,-1,-0.485106,-0.990467,-0.524099,-0.0964207,-0.0331853,0.840555,-0.485292,-0.128609,0.0791118,-0.235658,0.346316,2.66567,-0.838695,-0.945719,8.65114,-0.267629,-17.667,-8.17057,-5.00283,7.51116,
23,-1,0.848492,-1,0.392415,0.878954,-0.599052,-0.147033,0.0170534,0.818,-0.408565,-0.4354,-0.458967,-0.485691,0.205977,2.04582,-1.11958,1.97392,-4.44153,1.42296,0.931408,-10.5015,-4.46733,-8.39602,
24,-1,1,1,0.990448,0.999992,0.30587,-0.207962,0.0375806,-0.0638364,0.436437,-0.392518,-0.499432,-0.114048,-0.43003,1.74767,-1.51688,-1.24722,-20.2182,16.2147,-0.0518818,6.61195,11.894,-12.246,
25,1,-0.0790369,1,-0.150719,-0.348937,0.383585,-0.241022,-0.0717993,-0.555675,0.832107,0.302054,0.144238,-0.122774,-0.52703,3.49299,0.614102,-1.36413,0.99242,-1.22173,16.1939,12.5633,-5.99233,2.31302,
26,1,-0.999998,1,-0.947384,-0.999964,-0.108652,-0.159964,-0.0404524,0.24575,0.101644,0.687626,0.358899,-0.174695,-0.0656121,3.97938,1.47553,0.0463336,17.7773,-16.6846,2.47233,-0.236654,2.00763,11.8282,
27,1,-0.962765,-1,-0.266299,-0.853757,-0.465324,-0.104179,-0.0115373,0.768517,-0.558609,0.630832,-0.135566,-0.15626,0.347825,2.19384,0.738772,1.27815,4.12524,-8.06174,-2.88605,-14.2326,-1.66492,4.56088,
28,-1,0.572498,-1,0.178065,0.71582,-0.486115,-0.10317,0.0702717,0.734072,-0.541457,-0.287675,-0.592645,-0.412638,0.118322,2.33327,-0.284355,1.49192,-2.74752,3.28704,-20.1197,-4.91415,-6.1938,-9.09484,
29,-1,0.999999,1,0.891646,0.999985,0.266043,-0.117578,0.078551,-0.0893928,0.340408,-0.435299,-0.479778,-0.165125,-0.437725,1.87227,-0.534014,-1.12108,-19.1532,16.0028,1.13531,7.46482,9.88494,-9.76604,
30,1,-0.354955,1,-0.17017,-0.534906,0.619852,-0.150639,-0.0566714,-0.581933,0.613956,0.258626,0.209855,0.157709,-0.567055,4.00114,-0.211799,-3.19578,1.79661,-2.03885,14.9767,13.4837,-0.626079,1.78771,
31,1,-0.999997,1,-0.712461,-0.999949,-0.00498229,-0.0814707,-0.0192925,0.142722,0.0053838,0.543717,0.453971,0.0370758,0.0420581,4.63568,1.50649,1.05463,17.2467,-16.022,2.38477,0.00121779,-2.36485,15.9099,
32,1,-0.98462,-1,-0.114843,-0.927245,-0.605923,-0.0337405,0.00734709,0.709859,-0.658271,0.570654,0.0423457,-0.159863,0.542591,2.89812,0.505803,0.586626,5.38438,-6.82588,-0.559451,-12.5193,-5.06603,4.57262,
33,-1,0.25582,-1,0.0523778,0.517066,-0.544175,-0.0482272,0.0580371,0.725861,-0.542071,-0.263561,-0.424646,-0.481308,0.12876,2.88704,-0.650916,1.07772,-1.71205,5.04358,-19.1535,-6.42468,-6.218,-13.5533,
34,-1,0.999998,1,0.716075,0.999977,0.308023,-0.0772132,0.0855871,-0.0423732,0.254168,-0.429132,-0.518221,-0.242661,-0.561021,2.29491,-0.714082,-0.36267,-18.3482,13.4257,0.90176,3.00658,9.1892,-11.1178,
35,1,-0.0368929,1,-0.0688427,-0.288864,0.529623,-0.123346,-0.0333837,-0.555062,0.552499,0.261531,0.0533031,0.204561,-0.38506,4.39772,-0.495126,-3.42732,0.880409,-0.476544,14.8569,11.652,-1.92564,-2.83965,
36,1,-0.999988,1,-0.702896,-0.999875,0.0974892,-0.0876252,-0.0559733,0.102218,0.141214,0.543629,0.366196,0.0457202,-0.0520797,5.38153,1.0517,0.392755,15.691,-9.1974,0.953624,2.45175,-2.5509,10.7904,
37,1,-0.994969,-1,-0.214933,-0.971607,-0.51237,-0.0500294,-0.0244585,0.700211,-0.519027,0.558249,0.0600823,-0.180053,0.385885,3.85343,0.394162,0.831279,6.87334,-10.2219,-0.198899,-10.9005,-5.52947,5.76914,
38,-1,0.341707,-1,0.0838047,0.567376,-0.582759,-0.0663339,0.0404931,0.750163,-0.574735,-0.254995,-0.417156,-0.502721,0.16391,3.54919,-0.676513,1.40621,-1.99442,2.73663,-18.9225,-7.52008,-5.97377,-9.62866,
39,-1,0.999999,1,0.841979,0.999985,0.227687,-0.101108,0.0702134,-0.0585447,0.24492,-0.449443,-0.521376,-0.224062,-0.455811,2.98706,-0.897838,-0.528831,-19.1273,14.7748,1.61469,3.28929,10.1096,-11.3121,
40,1,-0.227733,1,-0.138333,-0.445072,0.610248,-0.155151,-0.0550609,-0.569731,0.564311,0.265171,0.122668,0.226011,-0.483305,5.23886,-0.523307,-3.62137,1.41328,-0.515405,15.1398,14.2977,-2.91374,-5.69177,
41,1,-0.999998,1,-0.796496,-0.999961,0.15365,-0.0971122,-0.0279265,0.145743,0.109889,0.55604,0.442626,0.0151847,-0.139692,5.96033,1.36238,1.02914,17.6603,-13.6171,2.47151,1.44205,-3.39784,12.6428,
42,1,-0.989036,-1,-0.179242,-0.942338,-0.540124,-0.0492879,0.0117532,0.739628,-0.591916,0.585322,0.0191454,-0.189019,0.415312,4.13413,0.561582,0.991837,5.79001,-8.98058,-0.597576,-13.6298,-4.70781,7.95666,
43,-1,0.432308,-1,0.0866618,0.644452,-0.609001,-0.0602252,0.0843571,0.748122,-0.5626,-0.25831,-0.495167,-0.491785,0.215548,4.07873,-0.570176,1.45859,-2.27197,4.02661,-19.4042,-6.85376,-5.9222,-10.1984,
44,-1,0.999999,1,0.777838,0.999985,0.25843,-0.086134,0.110175,-0.0609719,0.301766,-0.432955,-0.533675,-0.196734,-0.461159,3.55763,-0.703077,-0.626342,-19.0138,15.2894,1.03228,4.57988,10.5832,-12.5029,
45,1,-0.191581,1,-0.10623,-0.393818,0.607938,-0.127967,-0.018163,-0.568644,0.595866,0.259971,0.119471,0.17476,-0.530885,5.69502,-0.420024,-3.16515,1.31236,-1.46382,14.925,14.5696,0.646405,0.720353,
46,1,-0.999997,1,-0.805863,-0.999949,0.0880806,-0.101994,-0.0331737,0.179207,0.0248441,0.642182,0.477607,0.116004,0.027695,6.22943,0.576274,0.0606208,17.2189,-12.1466,2.90104,2.45222,-1.31403,15.1097,
47,1,-0.990093,-1,-0.314181,-0.949202,-0.562283,-0.0868313,-0.0260188,0.758008,-0.540683,0.640176,0.112642,-0.0777198,0.558446,4.33803,0.0372046,0.627641,5.89803,-5.92354,-0.966854,-12.5964,-5.61664,5.83512,
48,-1,0.492725,-1,0.187871,0.671979,-0.530439,-0.120189,0.0626926,0.760378,-0.50455,-0.245296,-0.481887,-0.441945,0.148811,4.05962,-1.04714,2.18556,-2.49142,2.63341,-20.2519,-10.2757,-7.15085,-13.3046,
49,-1,0.999999,1,0.968108,0.999986,0.323876,-0.170144,0.113532,-0.0516419,0.312817,-0.449029,-0.596954,-0.221751,-0.557723,3.76213,-1.13126,-0.364236,-19.0799,15.0721,1.60027,4.83469,9.07301,-11.6624,
50,1,-0.3886,1,-0.245735,-0.53933,0.38817,-0.211528,-0.0384094,-0.559698,0.706988,0.267618,0.16584,-0.132935,-0.542579,5.76591,0.222121,-2.71449,1.86784,7.99041,15.2061,16.8904,-1.85903,1.86584,
51,1,-0.999999,1,-0.9431,-0.999975,-0.0387118,-0.151393,-0.0449114,0.28827,0.0550878,0.698142,0.443816,-0.0883033,-0.0495721,5.84738,1.13412,-0.168634,18.3652,-15.8779,4.21907,-0.588259,2.59384,13.2195,
52,1,-0.952934,-1,-0.247201,-0.826415,-0.505637,-0.106377,-0.0413549,0.82059,-0.563562,0.684842,-0.0208612,-0.100779,0.456072,3.69509,0.691331,0.75085,3.73727,-6.60939,-2.73568,-13.4175,-2.75499,6.25237,
53,-1,0.665579,-1,0.208223,0.764791,-0.533865,-0.10463,0.0424215,0.758894,-0.474375,-0.241231,-0.521819,-0.394781,0.200755,3.70192,-0.262287,1.89261,-3.18079,3.57907,-20.788,-6.82802,-6.6145,-10.7931,
54,-1,0.999999,1,0.902141,0.99999,0.299709,-0.118346,0.0749785,-0.0897669,0.385031,-0.448635,-0.506744,-0.157961,-0.467161,3.32751,-0.495886,-0.710168,-19.7436,15.5714,1.57102,6.18415,9.5771,-11.9361,
55,1,-0.402829,1,-0.179684,-0.560536,0.594631,-0.146724,-0.0446847,-0.586423,0.621102,0.262548,0.180552,0.142259,-0.542541,5.53853,-0.131879,-2.82614,1.9499,-2.74691,15.1949,14.1237,-0.316325,1.2829,
56,1,-0.999994,1,-0.71882,-0.999922,0.00321043,-0.0859136,-0.0062949,0.144129,0.00492582,0.594783,0.461257,0.0387776,0.0355672,6.22215,1.52979,1.5943,16.5938,-13.2077,1.82367,0.468331,-2.17739,15.3005,
57,1,-0.988025,-1,-0.115935,-0.935339,-0.591827,-0.0321139,0.0529447,0.712826,-0.614029,0.576,0.0583438,-0.152784,0.527689,4.4954,0.693828,1.25902,5.71136,-7.15177,-1.3688,-12.4877,-5.07409,4.68956,
58,-1,0.237994,-1,0.0375729,0.559373,-0.552312,-0.0351783,0.138509,0.740584,-0.540312,-0.272729,-0.417976,-0.485951,0.135752,4.37904,-0.416946,1.79277,-1.68294,4.26648,-19.1452,-6.74851,-6.48982,-13.1292,
59,-1,0.999999,1,0.509076,0.999983,0.3047,-0.0478055,0.204117,-0.0360196,0.23803,-0.427595,-0.535789,-0.236624,-0.551317,3.81339,-0.367428,0.414714,-18.4978,13.3837,0.854483,2.52973,9.60027,-11.2618,
60,1,-0.0395314,1,-0.0405727,-0.178662,0.541939,-0.0717517,0.107594,-0.557684,0.542602,0.257694,0.0107828,0.0978134,-0.509084,5.66799,-0.00955522,-2.92175,0.891053,-0.723744,14.7061,13.7604,0.645432,-1.53278,
61,1,-0.999995,-1,-0.50912,-0.999915,0.187914,-0.0533089,0.0402822,0.171516,-0.0797645,0.635417,0.41012,0.128966,-0.0612075,6.12147,0.0601014,-1.81386,16.5899,-13.0127,2.68572,4.11149,1.13302,13.3885,
62,1,-0.996923,-1,-0.299494,-0.979867,-0.509596,-0.0657243,-0.0385443,0.783185,-0.526579,-0.156797,0.238734,-0.0708756,0.491308,4.43869,-0.405666,-0.926824,7.40364,-1.62631,-18.6678,-8.06621,-6.60219,7.49292,
63,-1,0.827434,-1,0.263296,0.852996,-0.61795,-0.102409,0.000481521,0.741067,-0.458302,-0.453102,-0.29056,-0.445081,0.276601,3.84422,-0.977211,1.64651,-4.14688,1.88723,1.57201,-10.8599,-6.81466,-10.5207,
64,-1,0.999999,1,0.966738,0.999983,0.311077,-0.168758,0.0117714,-0.0964934,0.427051,-0.393821,-0.509464,-0.13418,-0.455918,3.56463,-1.64412,-1.29451,-19.0369,16.9607,0.125757,2.32627,11.0337,-13.8866,
65,1,-0.766828,1,-0.441103,-0.814867,0.556716,-0.2172,-0.108593,-0.547688,0.837304,0.258322,0.149958,0.0558692,-0.572193,5.55066,0.570577,-1.2768,3.43411,0.551637,15.279,15.2508,-5.51501,1.62665,
66,1,-0.999998,-1,-0.899687,-0.99996,-0.173944,-0.130783,-0.00449578,0.305326,-0.0837408,0.685776,0.380316,-0.165767,0.00996421,5.78334,1.65783,2.06945,17.7092,-20.7629,4.20832,-1.6853,-2.83088,15.2787,
67,1,-0.913347,-1,-0.154169,-0.682693,-0.610675,-0.0835462,0.0713166,0.805513,-0.694785,-0.140963,-0.179189,-0.264526,0.445472,3.65949,0.451405,1.77318,2.92961,-4.3607,-21.2839,-15.4348,-2.27029,3.16239,
68,-1,0.792046,-1,0.208386,0.860524,-0.443209,-0.0881321,0.165695,0.672461,-0.51229,-0.468011,-0.603784,-0.41787,0.058348,4.24596,-0.291892,1.5821,-3.77924,5.83585,2.11962,-2.81732,-3.39499,-12.5076,
69,-1,0.999998,1,0.840853,0.999971,0.448706,-0.108542,0.16728,-0.0994205,0.471892,-0.389053,-0.414851,-0.0515974,-0.534676,3.75302,-0.676987,-0.996308,-17.7613,17.3794,0.423422,7.88101,11.6908,-8.79201,
70,1,-0.235949,1,-0.11377,-0.40019,0.428911,-0.125144,0.0180493,-0.57109,0.717929,0.266122,0.263568,0.0245128,-0.434049,5.36325,0.0566108,-3.00715,1.43802,-3.51827,14.6215,14.0209,3.50323,6.31779,
71,1,-0.999987,-1,-0.687262,-0.999846,-0.0156428,-0.0859351,-0.0213218,0.193852,-0.0663077,0.644717,0.514322,0.169579,0.185223,5.89222,0.933852,-0.251769,15.4451,-9.74294,2.74028,0.293368,2.04385,13.6984,
72,1,-0.986912,-1,-0.184554,-0.936503,-0.489897,-0.053134,-0.0218355,0.755397,-0.53523,-0.171389,0.15121,-0.00508874,0.530836,4.01049,0.364334,0.444674,5.53373,-6.10333,-20.2212,-11.4036,-6.59127,-0.821702,
73,-1,0.812882,-1,0.164401,0.848564,-0.462404,-0.0664652,0.0590054,0.671125,-0.549617,-0.469603,-0.390021,-0.444975,0.0553897,3.96106,-0.632431,1.9502,-3.93128,2.22502,2.17123,-9.37197,-8.46012,-12.9944,
74,-1,0.999998,1,0.857686,0.999964,0.371759,-0.114068,0.0597802,-0.116448,0.422085,-0.395104,-0.538499,-0.177617,-0.568079,3.61651,-1.20912,-1.53823,-17.7354,18.6154,0.36535,3.35495,10.8994,-9.57554,
75,1,-0.210498,1,-0.144465,-0.453179,0.535162,-0.168605,-0.0864934,-0.564947,0.732413,0.268886,0.117267,0.22537,-0.371982,5.68633,-0.346646,-4.04243,1.35895,-1.68861,14.9977,15.5021,-4.85708,-3.05445,
76,1,-0.999999,1,-0.855975,-0.999977,0.0284483,-0.109678,-0.0924151,0.228148,0.166253,0.631081,0.477854,-0.00932578,-0.0377817,6.29509,1.29461,0.208051,18.3529,-15.6038,3.09502,1.82759,-3.05138,10.9647,
77,1,-0.986696,-1,-0.209656,-0.938654,-0.508356,-0.0615464,-0.0743126,0.802393,-0.534817,0.665032,0.0197519,-0.176029,0.384481,4.35185,0.612087,0.993664,5.44573,-7.22473,0.079364,-14.774,-4.02828,5.16815,
78,-1,0.55719,-1,0.116722,0.697084,-0.546308,-0.0668648,0.0211653,0.786089,-0.514043,-0.221817,-0.554172,-0.477034,0.13607,4.36696,-0.413522,2.04757,-2.76186,2.8689,-20.7326,-7.85365,-6.27263,-10.0052,
79,-1,1,1,0.792258,0.999992,0.274476,-0.0842823,0.0642046,-0.067708,0.334456,-0.477939,-0.572398,-0.194712,-0.47641,3.87105,-0.523439,-0.492076,-20.134,15.4352,2.60635,5.82671,10.5171,-10.8257,
80,1,-0.376666,1,-0.141624,-0.537487,0.630093,-0.12041,-0.0363998,-0.583681,0.590544,0.272208,0.130008,0.281491,-0.46008,6.22286,-0.261924,-2.59825,1.86495,-2.25938,15.5257,14.0319,-1.58344,-4.00267,
81,1,-0.999997,-1,-0.703766,-0.999949,0.11209,-0.0796959,-0.0106022,0.177576,-0.0441763,0.650223,0.478105,0.0514607,-0.0611019,6.74936,0.92554,0.885333,17.2862,-13.4728,2.552,2.14008,-4.5526,13.1893,
82,1,-0.989367,-1,-0.200528,-0.941624,-0.573946,-0.0554619,0.0129278,0.780711,-0.591469,-0.174298,0.0936928,-0.198315,0.455073,4.78098,0.124748,0.650451,5.77256,-5.95794,-20.2937,-13.0952,-5.33051,6.53873,
83,-1,0.808399,-1,0.192279,0.857063,-0.591329,-0.0779094,0.0939742,0.698753,-0.546319,-0.470721,-0.463838,-0.492018,0.18769,4.82035,-0.743664,1.84161,-3.93591,3.45332,2.22385,-8.19842,-5.44945,-11.2865,
84,-1,0.999998,1,0.895346,0.999974,0.364022,-0.125881,0.0962003,-0.100573,0.440336,-0.390358,-0.507363,-0.122129,-0.503644,4.42192,-1.22532,-1.37081,-18.1195,18.3752,0.447913,5.01761,12.2404,-12.2305,
85,1,-0.191062,1,-0.144651,-0.426413,0.536107,-0.175328,-0.0655854,-0.566945,0.730731,0.268921,0.208048,0.0742501,-0.524426,6.21598,-0.343706,-3.91566,1.30855,-2.55284,14.74,17.0112,-2.25442,3.07304,
86,1,-0.999999,1,-0.891638,-0.999978,-0.0231485,-0.121783,-0.0763183,0.24442,0.141938,0.659745,0.538955,0.0477758,0.0709285,6.65368,1.13165,-0.0109468,18.4915,-15.485,3.31557,0.596312,0.74523,14.9291,
87,1,-0.983572,-1,-0.253462,-0.925725,-0.531832,-0.0791513,-0.06212,0.810062,-0.529196,0.682342,0.0549405,-0.0485879,0.544108,4.60151,0.543723,1.05822,5.15569,-6.44174,-0.148329,-14.7507,-4.31232,4.28309,
88,-1,0.618645,-1,0.169305,0.743318,-0.517359,-0.0899289,0.0509841,0.775346,-0.503686,-0.222019,-0.549708,-0.428536,0.144191,4.56009,-0.584886,2.53935,-2.99388,2.53522,-21.0541,-9.23725,-8.0877,-13.085,
89,-1,0.999999,1,0.897022,0.999991,0.326247,-0.115844,0.106749,-0.0690385,0.356724,-0.48006,-0.603446,-0.215488,-0.554111,4.20945,-0.652644,-0.373139,-19.8052,15.9955,2.68276,5.94106,9.48686,-11.5261,
90,1,-0.295463,1,-0.150471,-0.471405,0.529681,-0.147857,-0.0218219,-0.577227,0.631023,0.276675,0.157749,0.058547,-0.531155,6.33361,-0.126195,-3.32252,1.61504,-2.14337,15.753,16.7043,-1.25218,-2.52757,
91,1,-0.999997,1,-0.78151,-0.999954,0.123754,-0.0949771,-0.0258136,0.181282,0.0387929,0.656204,0.511678,0.0363225,-0.0880694,6.86923,1.27129,0.481691,17.3988,-12.6543,2.52825,1.21614,0.287339,13.7381,
92,1,-0.981856,-1,-0.152987,-0.916271,-0.506483,-0.0475061,-0.00452013,0.747719,-0.581639,0.607032,0.0864918,-0.0833849,0.474603,4.92249,0.624214,0.806271,5.11199,-7.621,-2.45247,-13.3945,-4.48309,7.53196,
93,-1,0.555401,-1,0.0947623,0.705433,-0.594905,-0.056008,0.0724615,0.727759,-0.5457,-0.285336,-0.441389,-0.441183,0.244041,4.81983,-0.566125,1.68143,-2.67272,3.46688,-19.7233,-7.70326,-7.38231,-10.8659,
94,-1,0.999999,1,0.77969,0.999983,0.267927,-0.0871527,0.100606,-0.0881974,0.336613,-0.43341,-0.542329,-0.190879,-0.465509,4.39296,-0.836306,-0.720527,-18.8766,16.0524,1.06541,3.5986,9.99487,-13.0942,
95,1,-0.299056,1,-0.136292,-0.470721,0.612844,-0.133165,-0.0182866,-0.574826,0.626041,0.261493,0.114137,0.236825,-0.476638,6.58197,-0.280009,-3.4042,1.62201,-1.55162,15.1188,15.8817,-2.64977,-4.29347,
96,1,-0.999996,1,-0.779297,-0.999942,0.133866,-0.0968075,-0.0429147,0.192334,0.0162148,0.662344,0.508639,0.0491094,-0.0855648,7.12519,0.956603,0.100676,16.9777,-11.0014,3.03243,2.44739,-3.02071,13.1682,
97,1,-0.982517,-1,-0.197914,-0.922388,-0.540639,-0.0612944,-0.0361311,0.753256,-0.553092,0.619419,0.0964528,-0.14715,0.457908,5.18901,0.414869,0.583761,5.15333,-7.21881,-2.53572,-13.855,-4.75613,7.31001,
98,-1,0.541826,-1,0.131874,0.682938,-0.590191,-0.0792878,0.0350234,0.737074,-0.533155,-0.281658,-0.4779,-0.457968,0.21999,5.11509,-0.743281,1.59714,-2.63483,2.90208,-19.8976,-8.52783,-6.16139,-10.928,
99,-1,0.999999,1,0.893221,0.999983,0.283789,-0.119312,0.054846,-0.080877,0.324922,-0.432822,-0.554272,-0.184814,-0.476612,4.73177,-1.01586,-0.958197,-18.9771,15.7588,1.04575,4.64148,10.0234,-12.6678,
100,1,-0.283583,1,-0.171712,-0.501045,0.612292,-0.173502,-0.0820698,-0.572497,0.615454,0.262034,0.177303,0.230714,-0.481866,6.91975,-0.381711,-3.93956,1.57428,-1.37076,15.1138,17.5157,-3.71392,-5.03095,
101,1,-0.999999,1,-0.860611,-0.99998,0.139316,-0.108975,-0.0527556,0.267767,0.0873687,0.663904,0.549678,0.033509,-0.106719,7.14021,1.17687,0.320131,18.7258,-16.6825,3.63206,1.42205,-2.64598,13.2075,
102,1,-0.934711,-1,-0.13736,-0.782468,-0.529302,-0.0653093,-0.0393651,0.793236,-0.621015,0.62976,0.0498101,-0.135751,0.453424,4.91121,0.532405,0.813645,3.33352,-7.9265,-2.69677,-15.7615,-4.30206,7.71934,
103,-1,0.37111,-1,0.103959,0.587742,-0.564219,-0.0786663,0.0425146,0.754347,-0.462447,-0.229878,-0.529718,-0.420368,0.218633,5.18865,-0.594728,1.79494,-2.08885,5.33804,-19.5968,-7.52289,-5.81402,-11.0152,
104,-1,0.999999,1,0.837579,0.999985,0.257406,-0.100581,0.102324,-0.0317715,0.315491,-0.472089,-0.572378,-0.204822,-0.46815,4.73654,-0.511652,0.239997,-18.9937,13.0002,2.40006,4.90709,8.47083,-12.3906,
105,1,-0.0105872,1,-0.0678458,-0.241644,0.564546,-0.131941,0.00144031,-0.554967,0.567664,0.277713,0.140532,0.0872225,-0.552258,6.75247,-0.231211,-2.828,0.811099,-1.62642,15.5579,16.2612,0.170531,1.49932,
106,1,-0.999993,1,-0.805555,-0.999906,0.130532,-0.108132,-0.0279333,0.151747,0.0527675,0.663637,0.52239,0.157345,0.0260641,7.29369,0.616909,-0.0815289,16.2288,-7.63914,2.82357,2.29216,2.00182,15.2915,
107,1,-0.990546,-1,-0.305526,-0.950882,-0.469142,-0.0829596,-0.012732,0.735565,-0.50089,0.620444,0.167239,0.0245805,0.533551,5.39877,0.299621,0.809565,5.99152,-8.43322,-2.45093,-11.889,-5.53583,1.2073,
108,-1,0.609782,-1,0.192083,0.741152,-0.486152,-0.105948,0.0821461,0.729142,-0.552179,-0.279289,-0.426658,-0.404107,0.126903,4.98207,-0.920151,2.28196,-2.89127,1.79092,-19.9538,-10.9228,-8.70784,-12.2989,
