step,action0,action1,action2,action3,action4,action5,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,
70,-0.184825,0.761594,-0.480846,0.93795,0.559479,0.764117,1.1737,-0.427475,-0.652093,0.0211487,0.183974,0.019312,0.0101434,0.815824,0.512664,-0.0560473,-0.360722,-0.96136,0.0157107,0.115629,-0.0172936,-0.0114201,0.000378505,
71,-0.197776,0.761594,-0.492372,0.939119,0.557144,0.764093,1.17331,-0.430287,-0.659741,0.0212863,0.184595,0.0191558,0.0100458,0.815827,0.526625,-0.0424466,-0.341327,-0.949384,0.0179337,0.0403047,-0.0208629,-0.0125613,0.000467833,
72,-0.212392,0.761594,-0.504288,0.940442,0.554841,0.764066,1.17303,-0.432948,-0.667299,0.0214427,0.184574,0.0189694,0.00993829,0.815832,0.541203,-0.0270779,-0.322809,-0.938439,0.0203497,-0.0446637,-0.024737,-0.013837,0.00060444,
73,-0.228616,0.761594,-0.516525,0.941911,0.552567,0.764037,1.17288,-0.435466,-0.674775,0.0216193,0.183835,0.0187506,0.00982003,0.815837,0.556377,-0.00996482,-0.305382,-0.928657,0.0228877,-0.139206,-0.0288307,-0.015211,0.000779788,
74,-0.24637,0.761594,-0.529015,0.943511,0.550318,0.764005,1.17288,-0.43785,-0.682178,0.0218168,0.182302,0.0184979,0.00969036,0.815844,0.572126,0.0088531,-0.289267,-0.920169,0.0254872,-0.243203,-0.0330636,-0.0166498,0.00098604,
75,-0.265555,0.761594,-0.541693,0.945228,0.548091,0.76397,1.17303,-0.440112,-0.68952,0.0220354,0.179899,0.0182107,0.00954889,0.815853,0.588426,0.0293227,-0.274684,-0.913096,0.0280964,-0.356496,-0.0373598,-0.0181228,0.00121597,
76,-0.286051,0.761594,-0.554499,0.947047,0.545884,0.763932,1.17335,-0.442265,-0.696812,0.0222749,0.176553,0.0178887,0.00939548,0.815864,0.605253,0.0513789,-0.261847,-0.907546,0.0306699,-0.478881,-0.0416473,-0.0196018,0.00146287,
77,-0.307724,0.761594,-0.567375,0.948949,0.543691,0.763891,1.17386,-0.444323,-0.704066,0.0225349,0.172193,0.0175323,0.00923018,0.815877,0.622582,0.0749466,-0.25096,-0.9036,0.0331681,-0.610118,-0.0458585,-0.0210608,0.00172054,
78,-0.330424,0.761593,-0.580266,0.950917,0.54151,0.763847,1.17456,-0.446303,-0.711297,0.0228147,0.166748,0.0171424,0.00905327,0.815892,0.640388,0.0999427,-0.242213,-0.901315,0.0355564,-0.749938,-0.0499297,-0.0224759,0.00198318,
79,-0.353992,0.761593,-0.593123,0.952933,0.539335,0.7638,1.17546,-0.448222,-0.718516,0.0231132,0.160151,0.0167205,0.00886521,0.81591,0.658645,0.126278,-0.23578,-0.900718,0.0378042,-0.898053,-0.0538024,-0.0238253,0.00224542,
80,-0.378262,0.761593,-0.6059,0.954982,0.537164,0.763751,1.17658,-0.4501,-0.725737,0.0234291,0.152337,0.0162683,0.00866661,0.815929,0.677328,0.15386,-0.231814,-0.901798,0.0398855,-1.05417,-0.0574233,-0.0250896,0.00250231,
81,-0.403063,0.761593,-0.618557,0.957045,0.534992,0.763699,1.17793,-0.451957,-0.732974,0.023761,0.143243,0.0157881,0.00845824,0.81595,0.696413,0.182593,-0.230449,-0.904511,0.0417784,-1.218,-0.060745,-0.0262517,0.00274932,
82,-0.428225,0.761592,-0.63106,0.959109,0.532816,0.763645,1.1795,-0.453814,-0.74024,0.0241073,0.132809,0.0152826,0.00824098,0.815973,0.715878,0.212382,-0.231793,-0.908775,0.0434654,-1.38929,-0.0637274,-0.0272973,0.00298235,
83,-0.453584,0.761592,-0.643377,0.96116,0.530632,0.763589,1.18133,-0.455693,-0.747545,0.0244662,0.120976,0.0147546,0.00801585,0.815999,0.7357,0.243134,-0.235933,-0.914471,0.0449334,-1.56782,-0.0663378,-0.0282147,0.0031978,
84,-0.478979,0.761592,-0.655485,0.963185,0.528436,0.763531,1.1834,-0.457617,-0.754901,0.024836,0.107686,0.0142072,0.0077839,0.816025,0.755861,0.274759,-0.242932,-0.921442,0.0461744,-1.75343,-0.068552,-0.0289953,0.00339255,
85,-0.504264,0.761591,-0.667365,0.965174,0.526228,0.763472,1.18573,-0.459608,-0.762318,0.0252147,0.0928836,0.0136438,0.00754628,0.816053,0.776343,0.307173,-0.252829,-0.929492,0.0471847,-1.94606,-0.0703545,-0.0296337,0.00356401,
86,-0.529303,0.761591,-0.679003,0.967118,0.524003,0.763412,1.18831,-0.46169,-0.769802,0.0256006,0.0765121,0.0130677,0.00730415,0.816083,0.797135,0.3403,-0.265641,-0.938389,0.0479659,-2.14572,-0.0717392,-0.0301272,0.00371013,
87,-0.553977,0.761591,-0.690391,0.96901,0.521761,0.763351,1.19117,-0.463886,-0.77736,0.0259917,0.058515,0.0124822,0.00705867,0.816113,0.818226,0.374071,-0.281362,-0.947863,0.0485241,-2.35259,-0.0727085,-0.0304767,0.00382937,
88,-0.57818,0.761591,-0.701524,0.970844,0.519501,0.763289,1.1943,-0.466219,-0.784994,0.0263864,0.0388333,0.0118908,0.006811,0.816145,0.839609,0.40843,-0.299967,-0.957603,0.04887,-2.56697,-0.073274,-0.0306855,0.00392073,
89,-0.601826,0.761591,-0.7124,0.972617,0.517223,0.763227,1.19771,-0.468712,-0.792707,0.0267829,0.0174052,0.0112965,0.00656225,0.816177,0.861281,0.443332,-0.321409,-0.967257,0.0490184,-2.78935,-0.0734547,-0.0307598,0.00398369,
90,-0.624845,0.761591,-0.723024,0.974324,0.514928,0.763166,1.2014,-0.471388,-0.800494,0.0271798,-0.00583593,0.0107025,0.00631347,0.816209,0.883244,0.478742,-0.345625,-0.976427,0.0489879,-3.02043,-0.0732768,-0.0307078,0.00401813,
91,-0.647182,0.761591,-0.733399,0.975964,0.512618,0.763104,1.20537,-0.474268,-0.808351,0.0275756,-0.0309634,0.0101113,0.00606563,0.816242,0.905503,0.514645,-0.372535,-0.984661,0.0488004,-3.26115,-0.072772,-0.0305397,0.00402433,
92,-0.668798,0.761591,-0.743531,0.977536,0.510296,0.763043,1.20963,-0.477373,-0.816268,0.0279693,-0.0580591,0.00952561,0.00581963,0.816274,0.928063,0.551035,-0.402042,-0.99145,0.0484804,-3.51277,-0.0719766,-0.0302672,0.00400283,
93,-0.689668,0.761591,-0.753427,0.979041,0.507965,0.762982,1.21419,-0.480724,-0.824232,0.0283599,-0.0872164,0.00894751,0.00557625,0.816306,0.950933,0.587927,-0.434035,-0.99621,0.0480547,-3.77688,-0.0709294,-0.0299024,0.00395436,
94,-0.709779,0.761591,-0.763094,0.980479,0.505632,0.762923,1.21904,-0.484341,-0.832222,0.0287465,-0.118543,0.00837888,0.00533619,0.816338,0.974123,0.62535,-0.468392,-0.99827,0.0475519,-4.05551,-0.0696705,-0.0294581,0.00387974,
95,-0.729129,0.761591,-0.772535,0.981851,0.503305,0.762864,1.2242,-0.488241,-0.840216,0.0291289,-0.152165,0.00782125,0.00510003,0.816369,0.997639,0.663351,-0.504978,-0.996853,0.047002,-4.3512,-0.0682394,-0.0289468,0.00377976,
96,-0.747721,0.761591,-0.781752,0.98316,0.500991,0.762806,1.22966,-0.492442,-0.84818,0.0295066,-0.18823,0.00727586,0.00486826,0.816399,1.02148,0.701992,-0.543656,-0.991046,0.0464372,-4.66681,-0.0666733,-0.0283802,0.00365508,
97,-0.765564,0.761592,-0.79074,0.984407,0.498702,0.76275,1.23543,-0.49696,-0.856077,0.0298797,-0.22691,0.00674364,0.00464129,0.816428,1.04563,0.741351,-0.584281,-0.97977,0.0458911,-5.00566,-0.065005,-0.0277688,0.00350608,
98,-0.782671,0.761592,-0.799489,0.985593,0.496454,0.762695,1.24152,-0.50181,-0.863857,0.0302485,-0.268409,0.00622529,0.00441944,0.816456,1.07007,0.781518,-0.626716,-0.961726,0.0453989,-5.37214,-0.0632615,-0.0271216,0.00333278,
99,-0.799053,0.761592,-0.807977,0.986721,0.494261,0.762641,1.24794,-0.507005,-0.87146,0.0306135,-0.312967,0.00572135,0.00420297,0.816482,1.09473,0.822589,-0.670835,-0.93534,0.0449989,-5.77179,-0.0614607,-0.026445,0.00313469,
100,-0.814715,0.761592,-0.816173,0.987791,0.492147,0.762588,1.25468,-0.51256,-0.878812,0.0309758,-0.360878,0.00523222,0.0039921,0.816506,1.1195,0.864657,-0.716539,-0.898682,0.0447333,-6.21144,-0.0596084,-0.025743,0.00291072,
101,-0.829673,0.761593,-0.824051,0.988807,0.490135,0.762537,1.26177,-0.518487,-0.885822,0.0313363,-0.412492,0.00475828,0.00378703,0.816529,1.14429,0.907856,-0.763715,-0.849846,0.0445881,-6.69881,-0.0577346,-0.0250166,0.00266025,
102,-0.844071,0.761593,-0.831553,0.989776,0.488274,0.762488,1.26921,-0.524796,-0.892324,0.031698,-0.471583,0.00429929,0.00358778,0.816549,1.16885,0.952776,-0.812243,-0.774464,0.0447909,-7.90989,-0.055953,-0.024298,0.00233139,
103,-0.857808,0.761593,-0.838959,0.990694,0.486577,0.76244,1.27702,-0.531495,-0.898263,0.0320571,-0.535236,0.0038537,0.00339474,0.816567,1.19414,0.999267,-0.8613,-0.704105,0.044451,-8.06859,-0.0543281,-0.023512,0.00207086,
