step,action0,action1,action2,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,
130,0.332355,0.0316459,0.960983,1.21819,-0.0091799,0.00110666,-0.299334,0.787867,1.76276,-0.50795,-0.0132497,-0.000994759,-3.11234,0.00259951,
131,0.331427,0.0205795,0.943642,1.21436,-0.00927269,0.00110267,-0.324698,0.787909,1.81941,-0.458968,-0.00861471,-3.4052e-05,-3.21966,0.00774041,
132,0.330549,0.00649364,0.918716,1.21073,-0.00932431,0.00110557,-0.350768,0.787983,1.85965,-0.4553,-0.00271793,0.000720173,-3.29004,0.0105495,
133,0.329639,-0.00727497,0.881911,1.20697,-0.00932926,0.00111367,-0.377295,0.78807,1.8854,-0.488519,0.00304497,0.00126081,-3.33524,0.0112319,
134,0.328634,-0.0202123,0.82622,1.20283,-0.009289,0.00112523,-0.404107,0.788154,1.89907,-0.550379,0.00846095,0.00159089,-3.36288,0.00990772,
135,0.327487,-0.0313816,0.740701,1.19811,-0.00920766,0.00113865,-0.431093,0.788218,1.90308,-0.63337,0.013139,0.00173146,-3.3798,0.00653916,
136,0.326162,-0.0360189,0.6099,1.19266,-0.00909481,0.00115249,-0.458191,0.788244,1.90037,-0.728832,0.0150821,0.00170003,-3.3933,0.000747296,
137,0.324647,-0.0346442,0.417324,1.18645,-0.00897698,0.00116521,-0.485405,0.788209,1.8963,-0.825342,0.014506,0.00146681,-3.41031,-0.00826404,
138,0.32294,-0.0371326,0.156803,1.17946,-0.00885733,0.00117553,-0.512745,0.788085,1.89223,-0.921738,0.0155489,0.0011242,-3.42461,-0.0208135,
139,0.321042,-0.0382773,-0.150145,1.1717,-0.00873164,0.00118304,-0.54021,0.787842,1.88768,-1.01825,0.0160287,0.000775145,-3.44138,-0.0368991,
140,0.318955,-0.0410901,-0.449828,1.16318,-0.00859889,0.00118795,-0.567792,0.786659,1.88133,-1.11011,0.0172078,0.000477817,-3.45413,-0.258673,
141,0.316691,-0.0413298,-0.686438,1.15398,-0.00845977,0.00119086,-0.59545,0.781975,1.87132,-1.19189,0.0173083,0.000269859,-3.46022,-0.911584,
142,0.314269,-0.0360045,-0.839862,1.14415,-0.00832766,0.00119225,-0.623126,0.770717,1.85856,-1.26504,0.0150761,9.87504e-05,-3.45874,-1.90157,
143,0.311702,-0.0256019,-0.924998,1.13376,-0.00822019,0.00119223,-0.650742,0.75068,1.84445,-1.33145,0.010718,-7.53956e-05,-3.4452,-3.10636,
144,0.309001,-0.010073,-0.967174,1.12286,-0.00815438,0.00119072,-0.678183,0.720544,1.83009,-1.39266,0.00421616,-0.000262468,-3.41502,-4.42607,
145,0.306175,0.0100875,-0.986413,1.11149,-0.00814662,0.00118764,-0.705294,0.679641,1.81626,-1.44954,-0.00422222,-0.000458858,-3.36258,-5.79818,
146,0.303381,0.0709638,-0.994452,1.10029,-0.00824463,0.00118454,-0.731718,0.629711,1.77336,-1.17562,-0.0297517,0.000122439,-3.19968,-6.08765,
147,0.301644,0.0236298,-0.997118,1.09334,-0.0084217,0.00118602,-0.756123,0.584288,1.72142,-0.576611,-0.009892,0.000118753,-2.91195,-5.32077,
148,0.301013,0.0180493,-0.998043,1.09081,-0.00849046,0.00118604,-0.778686,0.543757,1.67966,-0.0675559,-0.00755528,-0.000145474,-2.7357,-4.86129,
149,0.301321,0.0453986,-0.998325,1.09204,-0.00858492,0.00118364,-0.800013,0.505756,1.64728,0.362397,-0.0190145,-0.000436583,-2.6004,-4.68291,
150,0.30242,0.0859744,-0.998254,1.09644,-0.00878756,0.00117898,-0.820211,0.468169,1.62432,0.725528,-0.0360734,-0.000682305,-2.45189,-4.75131,
151,0.304186,0.135327,-0.997847,1.10351,-0.0091391,0.00117277,-0.839071,0.429177,1.60926,1.03332,-0.0569902,-0.000815592,-2.26446,-5.02788,
152,0.306515,0.186949,-0.996936,1.11286,-0.00966201,0.00116596,-0.85621,0.387267,1.60094,1.2967,-0.0791783,-0.000834274,-2.02061,-5.47426,
153,0.309326,0.23783,-0.995063,1.12417,-0.0103633,0.00115945,-0.871146,0.341228,1.59804,1.52512,-0.101486,-0.000748042,-1.7131,-6.05482,
154,0.312552,0.284775,-0.991128,1.13719,-0.0112398,0.001154,-0.883362,0.290115,1.59944,1.72634,-0.12258,-0.000581136,-1.34006,-6.73818,
155,0.31614,0.325506,-0.982423,1.15174,-0.0122784,0.00115017,-0.892345,0.233218,1.60405,1.906,-0.141382,-0.000356023,-0.904825,-7.49744,
156,0.320049,0.35768,-0.962035,1.16765,-0.0134564,0.00114834,-0.897627,0.170028,1.61086,2.06749,-0.15663,-9.28679e-05,-0.414393,-8.30856,
157,0.324239,0.378128,-0.911967,1.18477,-0.0147386,0.00114876,-0.898807,0.100241,1.61892,2.21127,-0.166529,0.000191257,0.120543,-9.14542,
158,0.328666,0.380028,-0.78769,1.20296,-0.0160683,0.00115149,-0.895595,0.0238201,1.62764,2.33355,-0.167458,0.000475556,0.68397,-9.96672,
159,0.333276,0.346153,-0.504652,1.222,-0.0173413,0.00115638,-0.887875,-0.0587551,1.63737,2.42262,-0.151123,0.000721736,1.24766,-10,
160,0.337976,0.237709,-0.0182099,1.24153,-0.0183597,0.00116284,-0.875876,-0.145927,1.65046,2.45364,-0.101432,0.00085808,1.75273,-10,
161,0.342626,0.0149437,0.485673,1.26095,-0.0188134,0.0011699,-0.860558,-0.234473,1.67063,2.39889,-0.00625512,0.000832226,2.07396,-10,
162,0.347093,-0.0642802,0.789687,1.27971,-0.0187334,0.00117954,-0.843955,-0.319564,1.67518,2.29243,0.0269414,0.00145321,2.07612,-10,
163,0.35132,-0.100855,0.920396,1.29756,-0.0184668,0.00119347,-0.827811,-0.396616,1.67712,2.17114,0.0423564,0.00188063,1.95709,-9.02123,
164,0.355292,-0.118725,0.9699,1.31443,-0.0180845,0.00120965,-0.812876,-0.46316,1.67907,2.04597,0.0499275,0.00211498,1.77914,-7.61201,
165,0.35901,-0.113884,0.988292,1.3303,-0.0176941,0.00122732,-0.799454,-0.518131,1.67982,1.92162,0.0478734,0.00221831,1.57566,-6.13205,
