step,action0,action1,action2,action3,action4,action5,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,
26,-0.0158379,0.00272071,0.453121,0.993062,0.993062,0.999998,1.20937,-0.0143369,-0.011047,-0.00596895,0.805367,0.0255955,0.0199091,0.826312,0.10188,-0.000155433,0.0361618,0.026999,-0.144936,-0.0775463,-0.0152606,-0.00323361,-0.0557956,
27,-0.0150696,0.00165615,0.447426,0.993062,0.993062,0.999998,1.20937,-0.0139991,-0.0108375,-0.0070768,0.804803,0.0254787,0.0198834,0.825936,0.109994,-0.00064594,0.0484738,0.0258457,-0.132458,-0.0632994,-0.013753,-0.0031298,-0.0392202,
28,-0.019313,0.000606807,0.441008,0.993062,0.993062,0.999998,1.20936,-0.0135587,-0.0106103,-0.00812082,0.804339,0.0253788,0.01986,0.825671,0.117796,-0.000821484,0.0616499,0.0312079,-0.128932,-0.0527473,-0.011232,-0.00269849,-0.0275829,
29,-0.0194442,-0.000517095,0.435796,0.993062,0.993062,0.999998,1.20936,-0.0130212,-0.0103626,-0.00911221,0.803943,0.025292,0.0198385,0.825486,0.125624,-0.00082718,0.0728996,0.0311445,-0.119402,-0.045712,-0.0103206,-0.00263217,-0.0192913,
30,-0.0231558,-0.00161824,0.430148,0.993062,0.993062,0.999998,1.20935,-0.0123918,-0.0100962,-0.0100557,0.803598,0.0252155,0.0198184,0.825356,0.133179,-0.000783422,0.0844905,0.0357287,-0.116893,-0.0401047,-0.00874733,-0.00235004,-0.0134851,
31,-0.0239328,-0.00275945,0.425406,0.993061,0.993061,0.999998,1.20934,-0.0116765,-0.00980929,-0.0109635,0.803291,0.0251465,0.0197995,0.825266,0.140717,-0.000746056,0.0944997,0.0364331,-0.110559,-0.0362122,-0.00833145,-0.00233753,-0.00933494,
32,-0.0272524,-0.00387042,0.420354,0.993061,0.993061,0.999998,1.20934,-0.0108804,-0.00950308,-0.0118423,0.803013,0.0250831,0.0197813,0.825204,0.148034,-0.000760103,0.104587,0.040432,-0.109565,-0.0328375,-0.00742493,-0.00217382,-0.00644304,
33,-0.0284663,-0.00499527,0.415939,0.993061,0.993061,0.999998,1.20933,-0.0100091,-0.00917647,-0.012703,0.802758,0.0250235,0.0197636,0.825161,0.155323,-0.000827635,0.11341,0.0416408,-0.1061,-0.0303943,-0.00731076,-0.00220041,-0.00437065,
34,-0.031474,-0.00608307,0.411278,0.993061,0.993061,0.999998,1.20932,-0.00906719,-0.00883059,-0.0135522,0.802522,0.0249665,0.0197462,0.825132,0.162442,-0.000958237,0.122168,0.0451684,-0.106647,-0.0281592,-0.00680927,-0.00211407,-0.00293999,
35,-0.0329615,-0.0071644,0.407047,0.99306,0.99306,0.999997,1.20932,-0.00805951,-0.00846487,-0.0143994,0.802301,0.0249112,0.0197289,0.825113,0.169531,-0.00113715,0.129914,0.0466762,-0.105613,-0.0265116,-0.0068347,-0.00215645,-0.00191281,
36,-0.0357032,-0.008202,0.402611,0.99306,0.99306,0.999997,1.20931,-0.00699031,-0.0080804,-0.0152504,0.802093,0.0248571,0.0197116,0.825101,0.176495,-0.00136526,0.137507,0.0498009,-0.107599,-0.0249807,-0.00654951,-0.00211066,-0.00121406,
37,-0.0373388,-0.00921664,0.398459,0.99306,0.99306,0.999997,1.20929,-0.00586381,-0.00767705,-0.0161134,0.801895,0.0248037,0.0196944,0.825093,0.183434,-0.00162865,0.144277,0.0514514,-0.108612,-0.0238631,-0.00660881,-0.00214883,-0.000710999,
38,-0.0398409,-0.0101808,0.394135,0.993059,0.993059,0.999997,1.20928,-0.00468387,-0.00725587,-0.0169937,0.801707,0.024751,0.0196771,0.825089,0.190282,-0.00192938,0.150835,0.0542146,-0.111923,-0.0228332,-0.00642097,-0.00211706,-0.000376006,
39,-0.04153,-0.0111082,0.389992,0.993059,0.993059,0.999997,1.20926,-0.00345431,-0.00681709,-0.0178982,0.801525,0.0246988,0.0196599,0.825087,0.197114,-0.00225866,0.156709,0.0558909,-0.11469,-0.0221066,-0.00645648,-0.00213867,-0.000133477,
40,-0.0437367,-0.0119186,0.385768,0.993058,0.993058,0.999997,1.20924,-0.00217894,-0.00636204,-0.0188309,0.801348,0.0246474,0.0196429,0.825086,0.203686,-0.00239765,0.162248,0.0582262,-0.11887,-0.0215359,-0.00622749,-0.00205387,-9.2643e-05,
41,-0.0453887,-0.0126911,0.381683,0.993057,0.993057,0.999997,1.20922,-0.000860499,-0.00589151,-0.0197936,0.801175,0.0245971,0.0196261,0.825085,0.210262,-0.00262195,0.167536,0.0598157,-0.122235,-0.0211323,-0.00618464,-0.00209778,-0.00016536,
42,-0.0474512,-0.0134328,0.377484,0.993057,0.993057,0.999997,1.2092,0.0005007,-0.00540612,-0.0207863,0.801006,0.0245476,0.019609,0.825083,0.216865,-0.00296267,0.172925,0.0619253,-0.126374,-0.0207357,-0.00604449,-0.00214829,-0.000277509,
43,-0.0491524,-0.0141575,0.373333,0.993056,0.993056,0.999997,1.20918,0.00190468,-0.00490592,-0.0218095,0.800839,0.0244987,0.0195912,0.825081,0.22354,-0.00337494,0.178249,0.0635427,-0.129882,-0.0204836,-0.00602935,-0.00224438,-0.000406421,
44,-0.0511065,-0.0148571,0.369076,0.993055,0.993055,0.999996,1.20915,0.0033518,-0.00439146,-0.0228623,0.800674,0.0244502,0.0195727,0.825077,0.230256,-0.00383021,0.183698,0.0654734,-0.133756,-0.0202867,-0.00593856,-0.00230949,-0.00053808,
45,-0.0527898,-0.0155384,0.364823,0.993054,0.993054,0.999996,1.20911,0.00484251,-0.00386308,-0.0239438,0.800509,0.0244022,0.0195538,0.825072,0.237034,-0.00430197,0.189156,0.0670303,-0.137031,-0.0202235,-0.00591411,-0.00237887,-0.000666912,
46,-0.0545901,-0.0161924,0.360478,0.993052,0.993052,0.999996,1.20908,0.00637743,-0.0033216,-0.0250515,0.800345,0.0243547,0.0195344,0.825066,0.243832,-0.00477239,0.19474,0.0687216,-0.140304,-0.0202277,-0.00581601,-0.00240491,-0.000790981,
47,-0.056134,-0.0168184,0.356122,0.993051,0.993051,0.999996,1.20904,0.00795719,-0.00276794,-0.0261827,0.800181,0.0243079,0.0195149,0.825059,0.25064,-0.0052232,0.200361,0.0700574,-0.142849,-0.0203469,-0.00572872,-0.00240953,-0.000910653,
48,-0.0576689,-0.0174088,0.351695,0.99305,0.99305,0.999996,1.209,0.00958238,-0.00220356,-0.027333,0.800015,0.0242622,0.0194956,0.825052,0.257413,-0.00566628,0.206081,0.0713617,-0.145053,-0.0205198,-0.00555294,-0.00236036,-0.00101303,
49,-0.0589607,-0.0179656,0.347255,0.993048,0.993048,0.999996,1.20895,0.0112535,-0.00162996,-0.0284981,0.799848,0.0242181,0.0194769,0.825043,0.264142,-0.006121,0.211823,0.072327,-0.146505,-0.0207593,-0.00534747,-0.00227715,-0.00108799,
50,-0.0601888,-0.0184871,0.342769,0.993046,0.993046,0.999995,1.2089,0.0129708,-0.0010489,-0.0296733,0.799678,0.024176,0.019459,0.825034,0.270803,-0.00661229,0.217611,0.0731889,-0.147542,-0.021014,-0.00505873,-0.00214791,-0.0011281,
51,-0.0612317,-0.0189804,0.338282,0.993044,0.993044,0.999995,1.20884,0.0147343,-0.000461896,-0.0308547,0.799507,0.0241364,0.0194423,0.825025,0.277402,-0.00716763,0.223386,0.0737873,-0.148024,-0.0212793,-0.00474285,-0.0019973,-0.001129,
52,-0.0557923,-0.0195758,0.335249,0.993042,0.993042,0.999995,1.20878,0.0165428,0.000122866,-0.0320301,0.799333,0.024098,0.0194264,0.825016,0.284314,-0.00777432,0.227534,0.0658535,-0.137105,-0.0218316,-0.0063063,-0.0024336,-0.00111603,
53,-0.0345172,-0.0209434,0.333621,0.99304,0.99304,0.999995,1.20872,0.01837,0.000529669,-0.0329539,0.799155,0.0240277,0.0194003,0.825007,0.292633,-0.00835763,0.230118,0.0371543,-0.094594,-0.0219537,-0.0104729,-0.00385069,-0.00120954,
54,-0.0253132,-0.0225467,0.328038,0.993038,0.993038,0.999994,1.20865,0.0202382,0.000776241,-0.0336182,0.798986,0.0239457,0.0193694,0.824997,0.300591,-0.00908487,0.23707,0.0242814,-0.0709331,-0.020087,-0.00994241,-0.00383513,-0.00124425,
55,-0.0201135,-0.0242741,0.321826,0.993035,0.993035,0.999994,1.20857,0.022165,0.000939553,-0.0341202,0.798825,0.0238716,0.01934,0.824987,0.308267,-0.00987471,0.244715,0.0166305,-0.0545914,-0.0198166,-0.00853315,-0.00347137,-0.00121615,
56,-0.0178868,-0.0260302,0.31571,0.993033,0.993033,0.999994,1.20849,0.0241526,0.00105712,-0.0345173,0.79866,0.0238093,0.0193139,0.824978,0.315603,-0.0107149,0.252232,0.0128461,-0.0448017,-0.0206585,-0.00701629,-0.00300871,-0.00114372,
57,-0.0171935,-0.0277732,0.310132,0.99303,0.99303,0.999994,1.2084,0.026198,0.00115289,-0.0348543,0.798487,0.0237576,0.0192913,0.824969,0.322654,-0.0115961,0.259127,0.0110438,-0.0393785,-0.0219245,-0.00591792,-0.00263945,-0.00105317,
58,-0.0170938,-0.0294965,0.305162,0.993026,0.993026,0.999993,1.2083,0.0282955,0.00123742,-0.0351585,0.798304,0.0237123,0.0192709,0.824961,0.329511,-0.0125122,0.265323,0.00999584,-0.0364883,-0.0230127,-0.00537261,-0.00243516,-0.000966283,
59,-0.0172721,-0.0312021,0.300653,0.993023,0.993023,0.999993,1.2082,0.0304404,0.00131499,-0.0354464,0.798115,0.0236695,0.0192515,0.824953,0.336244,-0.0134626,0.270983,0.00929113,-0.0351985,-0.0236102,-0.00526491,-0.00237755,-0.000893555,
60,-0.0176109,-0.0328947,0.296435,0.993019,0.993019,0.999993,1.20809,0.032629,0.00138768,-0.0357283,0.797924,0.0236264,0.0192322,0.824946,0.34291,-0.0144485,0.276299,0.00877735,-0.0349219,-0.0236952,-0.00544283,-0.00242491,-0.000836792,
61,-0.0180562,-0.034579,0.292369,0.993015,0.993015,0.999993,1.20797,0.0348593,0.00145675,-0.0360106,0.797733,0.0235811,0.0192121,0.82494,0.349548,-0.0154721,0.281432,0.00838482,-0.0352469,-0.0233982,-0.00577889,-0.00253603,-0.000793084,
62,-0.0185782,-0.0362595,0.288352,0.993011,0.993011,0.999992,1.20784,0.0371303,0.00152299,-0.0362968,0.797546,0.0235327,0.0191911,0.824934,0.356187,-0.0165353,0.286499,0.00807484,-0.0358845,-0.0228916,-0.00618111,-0.00267769,-0.000757721,
63,-0.0191584,-0.0379398,0.284317,0.993006,0.993006,0.999992,1.2077,0.0394419,0.00158698,-0.0365887,0.797363,0.0234811,0.0191689,0.824928,0.362845,-0.0176398,0.29158,0.00782324,-0.0366403,-0.0223287,-0.00658941,-0.00282615,-0.000725932,
64,-0.0197846,-0.0396229,0.280225,0.993001,0.993001,0.999991,1.20756,0.0417943,0.00164913,-0.0368867,0.797184,0.0234264,0.0191455,0.824922,0.369534,-0.0187875,0.296721,0.0076141,-0.0373921,-0.0218199,-0.00696856,-0.00296619,-0.000693742,
65,-0.0204489,-0.0413111,0.276054,0.992996,0.992996,0.999991,1.2074,0.0441882,0.00170972,-0.0371904,0.79701,0.0233688,0.019121,0.824916,0.376261,-0.0199797,0.301948,0.00743675,-0.038071,-0.0214306,-0.0073011,-0.00308933,-0.000658258,
66,-0.0211461,-0.0430064,0.271797,0.99299,0.99299,0.999991,1.20724,0.0466243,0.00176898,-0.0374992,0.796837,0.0233087,0.0190957,0.824911,0.383029,-0.0212179,0.307273,0.00728397,-0.0386446,-0.0211886,-0.00758134,-0.00319199,-0.000617639,
67,-0.0218726,-0.0447101,0.267453,0.992984,0.992984,0.99999,1.20706,0.0491034,0.0018271,-0.037812,0.796666,0.0232466,0.0190696,0.824906,0.38984,-0.0225033,0.312695,0.00715086,-0.0391043,-0.021095,-0.00781087,-0.00327386,-0.000570914,
68,-0.0226262,-0.0464232,0.263027,0.992978,0.992978,0.99999,1.20688,0.0516262,0.00188422,-0.0381281,0.796495,0.0231828,0.0190429,0.824902,0.396694,-0.0238372,0.318211,0.00703406,-0.0394551,-0.0211345,-0.00799524,-0.00333655,-0.00051776,
69,-0.0234052,-0.0481464,0.258525,0.992971,0.992971,0.999989,1.20668,0.0541935,0.00194045,-0.0384466,0.796323,0.0231177,0.0190158,0.824898,0.40359,-0.025221,0.323813,0.0069312,-0.0397091,-0.0212835,-0.00814176,-0.00338274,-0.000458286,
70,-0.0242087,-0.0498805,0.253956,0.992964,0.992964,0.999989,1.20648,0.056806,0.0019959,-0.0387668,0.79615,0.0230515,0.0189884,0.824895,0.410529,-0.0266559,0.329494,0.0068406,-0.0398809,-0.0215164,-0.00825809,-0.00341542,-0.00039285,
71,-0.0250358,-0.0516259,0.249324,0.992957,0.992957,0.999988,1.20626,0.0594641,0.00205068,-0.039088,0.795974,0.0229845,0.0189607,0.824892,0.41751,-0.0281434,0.335248,0.006761,-0.039985,-0.0218088,-0.00835141,-0.00343755,-0.000321929,
72,-0.025886,-0.053383,0.244637,0.992949,0.992949,0.999988,1.20602,0.0621686,0.00210485,-0.0394099,0.795796,0.0229169,0.0189329,0.824889,0.424532,-0.0296847,0.341067,0.00669143,-0.0400338,-0.0221402,-0.00842803,-0.0034518,-0.000246025,
73,-0.0267589,-0.0551524,0.239899,0.992941,0.992941,0.999987,1.20578,0.0649199,0.0021585,-0.039732,0.795616,0.0228486,0.0189051,0.824888,0.431596,-0.0312816,0.346947,0.00663111,-0.0400378,-0.0224941,-0.00849322,-0.00346046,-0.000165605,
74,-0.0276541,-0.0569345,0.235114,0.992932,0.992932,0.999986,1.20552,0.0677184,0.0022117,-0.040054,0.795432,0.0227799,0.0188771,0.824887,0.438702,-0.0329354,0.352884,0.00657942,-0.0400044,-0.0228584,-0.00855127,-0.00346541,-8.10734e-05,
75,-0.0285713,-0.0587297,0.230284,0.992923,0.992923,0.999985,1.20525,0.0705646,0.00226452,-0.0403756,0.795245,0.0227107,0.0188492,0.824886,0.445851,-0.0346479,0.358877,0.00653583,-0.039939,-0.0232248,-0.00860552,-0.00346813,7.24375e-06,
76,-0.0295105,-0.0605385,0.225411,0.992913,0.992913,0.999985,1.20497,0.073459,0.00231702,-0.0406966,0.795055,0.0226411,0.0188212,0.824887,0.453043,-0.0364208,0.364923,0.0064999,-0.0398449,-0.0235883,-0.00865855,-0.00346975,9.90993e-05,
77,-0.0304713,-0.0623616,0.220498,0.992903,0.992903,0.999984,1.20467,0.076402,0.00236926,-0.0410167,0.794863,0.0225711,0.0187932,0.824888,0.460279,-0.0382561,0.371022,0.00647125,-0.0397237,-0.0239463,-0.00871232,-0.00347113,0.000194319,
78,-0.0314717,-0.0642016,0.21556,0.992892,0.992892,0.999983,1.20436,0.0793939,0.00242135,-0.0413366,0.794667,0.0225005,0.0187651,0.82489,0.467571,-0.0401155,0.377155,0.00647295,-0.039968,-0.0243265,-0.00879388,-0.00348429,0.00028484,
79,-0.0325321,-0.06606,0.210615,0.992881,0.992881,0.999982,1.20403,0.0824349,0.00247372,-0.0416634,0.794469,0.022429,0.0187368,0.824892,0.474954,-0.0419233,0.383304,0.00653198,-0.0413258,-0.0247404,-0.00894418,-0.0035284,0.000361124,
80,-0.0336066,-0.0679287,0.20561,0.992869,0.992869,0.999981,1.20369,0.0855253,0.00252657,-0.0420034,0.794267,0.0223562,0.0187081,0.824896,0.482426,-0.0437564,0.389528,0.00658793,-0.0431751,-0.0251054,-0.00910982,-0.00358014,0.000442084,
81,-0.0347145,-0.0698114,0.200543,0.992856,0.992856,0.99998,1.20333,0.0886659,0.00257986,-0.0423596,0.794062,0.022282,0.018679,0.824899,0.490014,-0.0455397,0.395828,0.00666591,-0.0456989,-0.0254604,-0.00930456,-0.00364952,0.000507852,
82,-0.036001,-0.0717494,0.195489,0.992844,0.992844,0.999978,1.20296,0.0918567,0.00263461,-0.0427491,0.793854,0.0222052,0.0186488,0.824903,0.497923,-0.0465898,0.402104,0.0069559,-0.0516139,-0.0259042,-0.00975632,-0.00385928,0.000443457,
83,-0.0373646,-0.0737285,0.190323,0.992831,0.992831,0.999977,1.20259,0.0950981,0.00269206,-0.0431977,0.793643,0.0221241,0.0186165,0.824906,0.506213,-0.0470992,0.408499,0.00732511,-0.0603371,-0.0262703,-0.0103774,-0.00416139,0.000333153,
84,-0.0408076,-0.0753701,0.187555,0.992817,0.992817,0.999975,1.2022,0.0983805,0.00276385,-0.0439984,0.793404,0.0220265,0.0185785,0.82491,0.514877,-0.0497375,0.412515,0.010402,-0.141104,-0.0323107,-0.0137643,-0.00526601,0.000570054,
85,-0.0427096,-0.0764689,0.183059,0.992803,0.992803,0.999974,1.20179,0.101702,0.00285205,-0.0454422,0.793137,0.0219056,0.0185323,0.824914,0.524475,-0.0516901,0.418339,0.0114428,-0.218218,-0.0335231,-0.0160398,-0.00613558,0.000522413,
86,-0.0437499,-0.0770676,0.176543,0.992789,0.992789,0.999972,1.20137,0.105078,0.00294365,-0.0474781,0.792867,0.0217727,0.0184811,0.824918,0.534942,-0.0531362,0.426333,0.0113297,-0.289451,-0.0331255,-0.0168637,-0.00654376,0.000400008,
87,-0.0442536,-0.0771863,0.168206,0.992774,0.992774,0.999969,1.20094,0.108528,0.0030312,-0.0500616,0.792599,0.0216388,0.0184287,0.824921,0.546167,-0.0543344,0.436316,0.0104816,-0.355418,-0.0330754,-0.0163774,-0.00646577,0.000323015,
88,-0.0443744,-0.0768374,0.158357,0.992758,0.992758,0.999966,1.2005,0.112064,0.00310963,-0.0531523,0.792326,0.0215134,0.0183788,0.824924,0.558036,-0.0554965,0.447969,0.00909319,-0.416538,-0.0341176,-0.0148284,-0.00595234,0.000339987,
89,-0.0442097,-0.0760312,0.147315,0.992743,0.992743,0.999963,1.20005,0.115699,0.0031751,-0.0567126,0.792039,0.021404,0.0183346,0.824927,0.570435,-0.0567868,0.460949,0.00728718,-0.473121,-0.0363103,-0.0124749,-0.0050836,0.000458609,
90,-0.0438339,-0.0747791,0.135371,0.992727,0.992727,0.99996,1.19959,0.119443,0.00322464,-0.0607072,0.791731,0.021316,0.0182985,0.824931,0.583262,-0.0583259,0.474938,0.00515705,-0.525373,-0.0393901,-0.00955009,-0.00394581,0.000665832,
91,-0.0433086,-0.0730961,0.122776,0.99271,0.99271,0.999956,1.19912,0.123301,0.00325596,-0.0651018,0.791395,0.0212533,0.0182723,0.824938,0.596427,-0.0601954,0.489662,0.00278047,-0.573401,-0.0429911,-0.00625047,-0.00261976,0.00094025,
92,-0.0426863,-0.0710014,0.10974,0.992693,0.992693,0.999951,1.19863,0.12728,0.00326735,-0.0698628,0.791029,0.021218,0.0182574,0.824946,0.609857,-0.0624444,0.504894,0.000224199,-0.617221,-0.0467621,-0.0027353,-0.00117566,0.00125917,
93,-0.0420126,-0.0685188,0.0964295,0.992675,0.992675,0.999946,1.19812,0.131383,0.00325762,-0.0749565,0.790633,0.0212114,0.0182543,0.824958,0.623489,-0.0650959,0.520449,-0.00245339,-0.656781,-0.0504183,0.000869772,0.000328251,0.00160222,
94,-0.0413276,-0.0656774,0.0829818,0.992656,0.992656,0.99994,1.19759,0.135611,0.00322601,-0.0803484,0.790209,0.0212339,0.0182635,0.824972,0.637273,-0.0681532,0.536183,-0.00520053,-0.691979,-0.053756,0.00446707,0.00184512,0.00195276,
95,-0.0406672,-0.0625105,0.0695045,0.992636,0.992636,0.999934,1.19703,0.139965,0.00317214,-0.0860031,0.78976,0.0212849,0.0182847,0.824989,0.65117,-0.0716057,0.551982,-0.00797077,-0.722684,-0.0566471,0.00798111,0.00333796,0.00229815,
96,-0.0400635,-0.059056,0.0560841,0.992616,0.992616,0.999927,1.19644,0.144445,0.00309602,-0.0918843,0.78929,0.0213637,0.0183177,0.825009,0.665146,-0.0754337,0.567756,-0.0107219,-0.748757,-0.0590258,0.0113533,0.00477777,0.00262927,
97,-0.0395461,-0.0553558,0.0427899,0.992594,0.992594,0.999919,1.19582,0.149052,0.00299795,-0.0979543,0.788803,0.0214688,0.018362,0.825031,0.679177,-0.0796124,0.583435,-0.0134151,-0.770064,-0.0608726,0.0145374,0.00614178,0.00293989,
98,-0.0391418,-0.0514547,0.0296783,0.99257,0.99257,0.999909,1.19517,0.153784,0.00287857,-0.104175,0.788303,0.0215985,0.0184169,0.825056,0.693244,-0.0841155,0.598962,-0.0160146,-0.786493,-0.0621997,0.0174963,0.0074119,0.00322588,
99,-0.0388756,-0.0474007,0.0167957,0.992546,0.992546,0.999899,1.19447,0.158639,0.00273876,-0.110506,0.787795,0.021751,0.0184815,0.825083,0.707333,-0.0889174,0.614293,-0.0184871,-0.797963,-0.063039,0.0201993,0.00857349,0.0034846,
